25,21,2.16535
21,22,4.08305
22,23,3.52425
23,24,4.4704
21,26,3.048
22,27,3.048
23,28,3.048
24,29,3.048
26,27,4.08305
27,28,4.08305
28,29,4.08305
26,31,2.3749
27,32,2.3749
28,33,2.3749
29,34,2.3749
25,30,5.4229
30,31,2.16535
31,32,4.08305
32,33,3.52425
33,34,4.4704
25,22,6.2484
25,23,9.77265
25,24,14.2431
26,28,7.6073
26,29,12.0777
30,32,6.2484
30,33,9.77265
30,34,14.2431
