strategy,run,pid,condition,whichrobot,timesec,success,expTime,c4flag,matfile
1,89,4774,3,0,67.5,0,79.836,0,../../simdata-nr=3/alpha_t/TotalDist/00089/4774/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,89,4774,4,0,35,0,25.697,0,../../simdata-nr=3/alpha_t/TotalDist/00089/4774/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,89,6400,1,0,178.5,0,173.4,0,../../simdata-nr=3/alpha_t/TotalDist/00089/6400/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,89,6400,2,0,57,0,89.609,0,../../simdata-nr=3/alpha_t/TotalDist/00089/6400/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,89,6400,3,3,14.5,1,171.83,0,../../simdata-nr=3/alpha_t/TotalDist/00089/6400/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,89,6400,4,0,58,0,46.471,0,../../simdata-nr=3/alpha_t/TotalDist/00089/6400/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,1418,1,0,238.5,0,236.77,0,../../simdata-nr=3/alpha_t/TotalDist/00090/1418/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,1418,2,3,14.5,1,79.532,0,../../simdata-nr=3/alpha_t/TotalDist/00090/1418/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,1418,3,0,280.5,0,275.09,0,../../simdata-nr=3/alpha_t/TotalDist/00090/1418/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,1418,4,0,81,0,67.384,0,../../simdata-nr=3/alpha_t/TotalDist/00090/1418/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,7194,1,0,115.5,0,111.81,0,../../simdata-nr=3/alpha_t/TotalDist/00090/7194/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,7194,2,0,57.5,0,52.19,0,../../simdata-nr=3/alpha_t/TotalDist/00090/7194/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,7194,3,0,76,0,70.545,0,../../simdata-nr=3/alpha_t/TotalDist/00090/7194/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,7194,4,2,25,1,35.919,0,../../simdata-nr=3/alpha_t/TotalDist/00090/7194/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,8521,1,2,10,1,231.75,0,../../simdata-nr=3/alpha_t/TotalDist/00090/8521/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,8521,2,0,159,0,153.7,0,../../simdata-nr=3/alpha_t/TotalDist/00090/8521/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,8521,3,3,82,1,111.83,0,../../simdata-nr=3/alpha_t/TotalDist/00090/8521/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,90,8521,4,2,71,1,83.497,0,../../simdata-nr=3/alpha_t/TotalDist/00090/8521/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,1251,1,3,21.5,1,212.55,0,../../simdata-nr=3/alpha_t/TotalDist/00091/1251/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,1251,2,0,55,0,71.126,0,../../simdata-nr=3/alpha_t/TotalDist/00091/1251/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,1251,3,3,56,1,76.031,0,../../simdata-nr=3/alpha_t/TotalDist/00091/1251/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,1251,4,0,66,0,55.286,0,../../simdata-nr=3/alpha_t/TotalDist/00091/1251/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,4399,1,0,219.5,2,214.21,1,../../simdata-nr=3/alpha_t/TotalDist/00091/4399/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,4399,2,0,51.5,0,46.374,1,../../simdata-nr=3/alpha_t/TotalDist/00091/4399/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,4399,3,0,55,0,49.501,1,../../simdata-nr=3/alpha_t/TotalDist/00091/4399/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,4399,4,2,121,1,25.826,1,../../simdata-nr=3/alpha_t/TotalDist/00091/4399/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,8521,1,0,237,0,231.75,0,../../simdata-nr=3/alpha_t/TotalDist/00091/8521/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,8521,2,3,14,1,153.7,0,../../simdata-nr=3/alpha_t/TotalDist/00091/8521/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,8521,3,0,117,0,111.83,0,../../simdata-nr=3/alpha_t/TotalDist/00091/8521/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,91,8521,4,0,97.5,0,83.497,0,../../simdata-nr=3/alpha_t/TotalDist/00091/8521/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,4774,1,3,9,1,253.6,0,../../simdata-nr=3/alpha_t/TotalDist/00092/4774/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,4774,2,0,44,0,56.349,0,../../simdata-nr=3/alpha_t/TotalDist/00092/4774/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,4774,3,0,67.5,0,79.836,0,../../simdata-nr=3/alpha_t/TotalDist/00092/4774/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,4774,4,0,35,0,25.697,0,../../simdata-nr=3/alpha_t/TotalDist/00092/4774/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,5754,1,2,40.5,1,108.89,0,../../simdata-nr=3/alpha_t/TotalDist/00092/5754/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,5754,2,3,25,1,30.516,0,../../simdata-nr=3/alpha_t/TotalDist/00092/5754/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,5754,3,0,68.5,0,63.153,0,../../simdata-nr=3/alpha_t/TotalDist/00092/5754/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,5754,4,0,44,0,33.394,0,../../simdata-nr=3/alpha_t/TotalDist/00092/5754/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,7194,1,3,96,1,111.81,0,../../simdata-nr=3/alpha_t/TotalDist/00092/7194/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,7194,2,0,57.5,0,52.19,0,../../simdata-nr=3/alpha_t/TotalDist/00092/7194/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,7194,3,0,76,0,70.545,0,../../simdata-nr=3/alpha_t/TotalDist/00092/7194/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,92,7194,4,0,45.5,0,35.919,0,../../simdata-nr=3/alpha_t/TotalDist/00092/7194/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,4774,1,2,89,1,253.6,0,../../simdata-nr=3/alpha_t/TotalDist/00093/4774/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,4774,2,0,44,0,56.349,0,../../simdata-nr=3/alpha_t/TotalDist/00093/4774/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,4774,3,0,67.5,0,79.836,0,../../simdata-nr=3/alpha_t/TotalDist/00093/4774/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,4774,4,0,35,0,25.697,0,../../simdata-nr=3/alpha_t/TotalDist/00093/4774/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,7623,1,3,29,1,268.79,1,../../simdata-nr=3/alpha_t/TotalDist/00093/7623/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,7623,2,3,10.5,1,64.163,1,../../simdata-nr=3/alpha_t/TotalDist/00093/7623/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,7623,3,0,59.5,0,54.231,1,../../simdata-nr=3/alpha_t/TotalDist/00093/7623/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,7623,4,0,171,0,10.046,1,../../simdata-nr=3/alpha_t/TotalDist/00093/7623/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,8004,1,3,15.5,1,162.52,1,../../simdata-nr=3/alpha_t/TotalDist/00093/8004/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,8004,2,0,137.5,0,132.04,1,../../simdata-nr=3/alpha_t/TotalDist/00093/8004/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,8004,3,0,68,0,62.607,1,../../simdata-nr=3/alpha_t/TotalDist/00093/8004/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,93,8004,4,0,126,0,20.645,1,../../simdata-nr=3/alpha_t/TotalDist/00093/8004/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,1600,1,3,87,1,163.25,0,../../simdata-nr=3/alpha_t/TotalDist/00094/1600/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,1600,2,0,50,0,45.193,0,../../simdata-nr=3/alpha_t/TotalDist/00094/1600/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,1600,3,2,9.5,1,49.757,0,../../simdata-nr=3/alpha_t/TotalDist/00094/1600/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,1600,4,0,33.5,0,24.596,0,../../simdata-nr=3/alpha_t/TotalDist/00094/1600/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,3088,1,0,186,0,181.31,1,../../simdata-nr=3/alpha_t/TotalDist/00094/3088/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,3088,2,0,30,0,31.37,1,../../simdata-nr=3/alpha_t/TotalDist/00094/3088/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,3088,3,0,157.5,0,153.38,1,../../simdata-nr=3/alpha_t/TotalDist/00094/3088/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,3088,4,0,102.5,0,7.412,1,../../simdata-nr=3/alpha_t/TotalDist/00094/3088/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,8864,1,2,13,1,294.51,1,../../simdata-nr=3/alpha_t/TotalDist/00094/8864/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,8864,2,0,56.5,0,51.151,1,../../simdata-nr=3/alpha_t/TotalDist/00094/8864/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,8864,3,0,43,0,37.675,1,../../simdata-nr=3/alpha_t/TotalDist/00094/8864/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,94,8864,4,0,133,0,27.719,1,../../simdata-nr=3/alpha_t/TotalDist/00094/8864/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,2241,1,3,22,1,229.69,0,../../simdata-nr=3/alpha_t/TotalDist/00095/2241/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,2241,2,3,13.5,1,43.006,0,../../simdata-nr=3/alpha_t/TotalDist/00095/2241/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,2241,3,0,72,0,66.821,0,../../simdata-nr=3/alpha_t/TotalDist/00095/2241/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,2241,4,0,26.5,0,18.399,0,../../simdata-nr=3/alpha_t/TotalDist/00095/2241/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,6605,1,3,21,1,156.57,1,../../simdata-nr=3/alpha_t/TotalDist/00095/6605/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,6605,2,0,49,0,45.881,1,../../simdata-nr=3/alpha_t/TotalDist/00095/6605/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,6605,3,0,48.5,0,68.863,1,../../simdata-nr=3/alpha_t/TotalDist/00095/6605/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,6605,4,0,169,0,160.76,1,../../simdata-nr=3/alpha_t/TotalDist/00095/6605/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,8414,1,3,39.5,1,199.13,1,../../simdata-nr=3/alpha_t/TotalDist/00095/8414/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,8414,2,0,37.5,0,32.526,1,../../simdata-nr=3/alpha_t/TotalDist/00095/8414/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,8414,3,0,71,0,65.974,1,../../simdata-nr=3/alpha_t/TotalDist/00095/8414/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,95,8414,4,0,130.5,0,12.906,1,../../simdata-nr=3/alpha_t/TotalDist/00095/8414/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,6605,1,0,162,0,156.57,1,../../simdata-nr=3/alpha_t/TotalDist/00096/6605/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,6605,2,0,49,0,45.881,1,../../simdata-nr=3/alpha_t/TotalDist/00096/6605/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,6605,3,0,48.5,0,68.863,1,../../simdata-nr=3/alpha_t/TotalDist/00096/6605/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,6605,4,0,169,0,160.76,1,../../simdata-nr=3/alpha_t/TotalDist/00096/6605/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,7194,1,0,115.5,0,111.81,0,../../simdata-nr=3/alpha_t/TotalDist/00096/7194/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,7194,2,0,57.5,0,52.19,0,../../simdata-nr=3/alpha_t/TotalDist/00096/7194/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,7194,3,0,76,0,70.545,0,../../simdata-nr=3/alpha_t/TotalDist/00096/7194/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,7194,4,0,45.5,0,35.919,0,../../simdata-nr=3/alpha_t/TotalDist/00096/7194/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,7623,1,2,25,1,268.79,1,../../simdata-nr=3/alpha_t/TotalDist/00096/7623/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,7623,2,0,69.5,0,64.163,1,../../simdata-nr=3/alpha_t/TotalDist/00096/7623/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,7623,3,0,59.5,0,54.231,1,../../simdata-nr=3/alpha_t/TotalDist/00096/7623/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,96,7623,4,3,136,1,10.046,1,../../simdata-nr=3/alpha_t/TotalDist/00096/7623/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,1600,1,3,85.5,1,163.25,0,../../simdata-nr=3/alpha_t/TotalDist/00097/1600/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,1600,2,3,9,1,45.193,0,../../simdata-nr=3/alpha_t/TotalDist/00097/1600/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,1600,3,0,55,0,49.757,0,../../simdata-nr=3/alpha_t/TotalDist/00097/1600/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,1600,4,0,33.5,0,24.596,0,../../simdata-nr=3/alpha_t/TotalDist/00097/1600/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,3907,1,0,284,2,278.96,1,../../simdata-nr=3/alpha_t/TotalDist/00097/3907/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,3907,2,3,31,1,81.143,1,../../simdata-nr=3/alpha_t/TotalDist/00097/3907/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,3907,3,0,54,0,48.94,1,../../simdata-nr=3/alpha_t/TotalDist/00097/3907/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,3907,4,0,120.5,0,12.064,1,../../simdata-nr=3/alpha_t/TotalDist/00097/3907/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,7667,1,2,26,1,205.14,0,../../simdata-nr=3/alpha_t/TotalDist/00097/7667/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,7667,2,0,67,0,61.519,0,../../simdata-nr=3/alpha_t/TotalDist/00097/7667/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,7667,3,2,104.5,1,142.57,0,../../simdata-nr=3/alpha_t/TotalDist/00097/7667/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,97,7667,4,3,35,1,40.524,0,../../simdata-nr=3/alpha_t/TotalDist/00097/7667/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,1251,1,0,206.5,0,212.55,0,../../simdata-nr=3/alpha_t/TotalDist/00098/1251/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,1251,2,0,55,0,71.126,0,../../simdata-nr=3/alpha_t/TotalDist/00098/1251/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,1251,3,0,81.5,0,76.031,0,../../simdata-nr=3/alpha_t/TotalDist/00098/1251/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,1251,4,0,66,0,55.286,0,../../simdata-nr=3/alpha_t/TotalDist/00098/1251/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,1600,1,2,11.5,1,163.25,0,../../simdata-nr=3/alpha_t/TotalDist/00098/1600/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,1600,2,0,50,0,45.193,0,../../simdata-nr=3/alpha_t/TotalDist/00098/1600/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,1600,3,2,8.5,1,49.757,0,../../simdata-nr=3/alpha_t/TotalDist/00098/1600/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,1600,4,0,33.5,0,24.596,0,../../simdata-nr=3/alpha_t/TotalDist/00098/1600/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,8989,1,2,24.5,1,425.11,1,../../simdata-nr=3/alpha_t/TotalDist/00098/8989/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,8989,2,0,156.5,0,151.39,1,../../simdata-nr=3/alpha_t/TotalDist/00098/8989/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,8989,3,0,166.5,0,161.14,1,../../simdata-nr=3/alpha_t/TotalDist/00098/8989/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,98,8989,4,0,224,0,11.83,1,../../simdata-nr=3/alpha_t/TotalDist/00098/8989/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,1181,1,3,57.5,1,145.7,0,../../simdata-nr=3/alpha_t/TotalDist/00099/1181/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,1181,2,0,67,0,61.832,0,../../simdata-nr=3/alpha_t/TotalDist/00099/1181/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,1181,3,3,11.5,1,78.593,0,../../simdata-nr=3/alpha_t/TotalDist/00099/1181/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,1181,4,0,40,0,30.482,0,../../simdata-nr=3/alpha_t/TotalDist/00099/1181/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,3472,1,2,30,1,144.01,0,../../simdata-nr=3/alpha_t/TotalDist/00099/3472/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,3472,2,0,41,0,47.274,0,../../simdata-nr=3/alpha_t/TotalDist/00099/3472/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,3472,3,0,103,0,113.31,0,../../simdata-nr=3/alpha_t/TotalDist/00099/3472/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,3472,4,3,17,1,48.932,0,../../simdata-nr=3/alpha_t/TotalDist/00099/3472/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,8989,1,2,165.5,1,425.11,1,../../simdata-nr=3/alpha_t/TotalDist/00099/8989/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,8989,2,0,156.5,0,151.39,1,../../simdata-nr=3/alpha_t/TotalDist/00099/8989/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,8989,3,0,166.5,0,161.14,1,../../simdata-nr=3/alpha_t/TotalDist/00099/8989/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,99,8989,4,0,224,0,11.83,1,../../simdata-nr=3/alpha_t/TotalDist/00099/8989/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,3088,1,0,186,0,181.31,1,../../simdata-nr=3/alpha_t/TotalDist/00100/3088/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,3088,2,0,30,0,31.37,1,../../simdata-nr=3/alpha_t/TotalDist/00100/3088/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,3088,3,3,15.5,1,153.38,1,../../simdata-nr=3/alpha_t/TotalDist/00100/3088/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,3088,4,0,102.5,0,7.412,1,../../simdata-nr=3/alpha_t/TotalDist/00100/3088/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,6400,1,3,18.5,1,173.4,0,../../simdata-nr=3/alpha_t/TotalDist/00100/6400/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,6400,2,0,57,0,89.609,0,../../simdata-nr=3/alpha_t/TotalDist/00100/6400/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,6400,3,0,177,0,171.83,0,../../simdata-nr=3/alpha_t/TotalDist/00100/6400/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,6400,4,3,41.5,1,46.471,0,../../simdata-nr=3/alpha_t/TotalDist/00100/6400/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,8864,1,0,296,2,294.51,1,../../simdata-nr=3/alpha_t/TotalDist/00100/8864/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,8864,2,0,56.5,0,51.151,1,../../simdata-nr=3/alpha_t/TotalDist/00100/8864/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,8864,3,0,43,0,37.675,1,../../simdata-nr=3/alpha_t/TotalDist/00100/8864/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
1,100,8864,4,0,133,0,27.719,1,../../simdata-nr=3/alpha_t/TotalDist/00100/8864/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,3472,1,2,47,1,144.01,0,../../simdata-nr=3/alpha_t/FreezeTime/00001/3472/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,3472,2,0,41,0,47.274,0,../../simdata-nr=3/alpha_t/FreezeTime/00001/3472/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,3472,3,0,103,0,113.31,0,../../simdata-nr=3/alpha_t/FreezeTime/00001/3472/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,3472,4,0,59.5,0,48.932,0,../../simdata-nr=3/alpha_t/FreezeTime/00001/3472/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,4105,1,3,276,1,275.99,1,../../simdata-nr=3/alpha_t/FreezeTime/00001/4105/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,4105,2,0,59.5,0,55.966,1,../../simdata-nr=3/alpha_t/FreezeTime/00001/4105/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,4105,3,3,13.5,1,48.229,1,../../simdata-nr=3/alpha_t/FreezeTime/00001/4105/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,4105,4,0,167,0,12.582,1,../../simdata-nr=3/alpha_t/FreezeTime/00001/4105/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,7623,1,2,72,1,268.79,1,../../simdata-nr=3/alpha_t/FreezeTime/00001/7623/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,7623,2,0,69.5,0,64.163,1,../../simdata-nr=3/alpha_t/FreezeTime/00001/7623/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,7623,3,3,12.5,1,54.231,1,../../simdata-nr=3/alpha_t/FreezeTime/00001/7623/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
2,1,7623,4,0,171,0,10.046,1,../../simdata-nr=3/alpha_t/FreezeTime/00001/7623/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,1181,1,2,19,1,145.7,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/1181/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,1181,2,0,67,0,61.832,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/1181/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,1181,3,3,9.5,1,78.593,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/1181/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,1181,4,0,40,0,30.482,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/1181/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,3472,1,2,32.5,1,144.01,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/3472/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,3472,2,0,41,0,47.274,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/3472/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,3472,3,0,103,0,113.31,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/3472/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,3472,4,2,42,1,48.932,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/3472/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,7042,1,3,13,1,199.98,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/7042/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,7042,2,0,165.5,0,160.44,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/7042/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,7042,3,2,10,1,108.78,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/7042/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
2,2,7042,4,0,67,0,55.058,0,../../simdata-nr=3/alpha_t/FreezeTime/00002/7042/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
2,3,1251,1,3,34,1,212.55,0,../../simdata-nr=3/alpha_t/FreezeTime/00003/1251/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
2,3,1251,2,0,55,0,71.126,0,../../simdata-nr=3/alpha_t/FreezeTime/00003/1251/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
2,3,1251,3,0,81.5,0,76.031,0,../../simdata-nr=3/alpha_t/FreezeTime/00003/1251/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
2,3,1251,4,0,66,0,55.286,0,../../simdata-nr=3/alpha_t/FreezeTime/00003/1251/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
2,3,6400,1,2,12.5,1,173.4,0,../../simdata-nr=3/alpha_t/FreezeTime/00003/6400/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
2,3,6400,2,0,57,0,89.609,0,../../simdata-nr=3/alpha_t/FreezeTime/00003/6400/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
2,3,6400,3,3,12,1,171.83,0,../../simdata-nr=3/alpha_t/FreezeTime/00003/6400/condition_3/OmronLab_p=1200_nsim=1_agents=3.mat
2,3,6400,4,0,58,0,46.471,0,../../simdata-nr=3/alpha_t/FreezeTime/00003/6400/condition_4/OmronLab_p=1200_nsim=1_agents=3.mat
2,3,8989,1,3,192.5,1,425.11,1,../../simdata-nr=3/alpha_t/FreezeTime/00003/8989/condition_1/OmronLab_p=1200_nsim=1_agents=3.mat
2,3,8989,2,0,156.5,0,151.39,1,../../simdata-nr=3/alpha_t/FreezeTime/00003/8989/condition_2/OmronLab_p=1200_nsim=1_agents=3.mat
