strategy,run,pid,condition,succesfulrobot,timesec,succcess,expTime
2,13,2241,4,0,26.5,0,18.399
2,13,7667,1,2,94,1,180.145374449339
2,13,7667,2,3,10,1,61.519
2,13,7667,3,0,148,0,142.57
2,13,7667,4,2,17,1,40.524
2,13,8864,1,3,27,1,258.885462555066
2,13,8864,2,3,17.5,1,51.151
2,13,8864,3,0,43,0,37.675
2,13,8864,4,0,133,0,27.719
2,14,1418,1,3,149.5,1,208.013215859031
2,14,1418,2,3,6.5,1,79.532
2,14,1418,3,2,110.5,1,275.09
2,14,1418,4,0,81,0,67.384
2,14,2276,1,2,99.5,1,153.845814977974
2,14,2276,2,0,43.5,0,52.36
2,14,2276,3,0,76,0,70.952
2,14,2276,4,0,164.5,0,16.267
2,14,4105,1,3,17,1,242.568281938326
2,14,4105,2,0,59.5,0,55.966
2,14,4105,3,0,52,0,48.229
2,14,4105,4,0,167,0,12.582
2,15,4774,1,1,112,1,222.84140969163
2,15,4774,2,0,44,0,56.349
2,15,4774,3,0,67.5,0,79.836
2,15,4774,4,0,35,0,25.697
2,15,7042,1,2,7.5,1,175.599118942731
2,15,7042,2,0,165.5,0,160.44
2,15,7042,3,0,114,0,108.78
2,15,7042,4,0,67,0,55.058
2,15,8004,1,0,163.5,0,142.594713656388
2,15,8004,2,0,137.5,0,132.04
2,15,8004,3,2,26.5,1,62.607
2,15,8004,4,0,126,0,20.645
2,16,1251,1,0,206.5,0,186.674008810573
2,16,1251,2,0,55,0,71.126
2,16,1251,3,0,81.5,0,76.031
2,16,1251,4,0,66,0,55.286
2,16,4105,1,2,124,1,242.568281938326
2,16,4105,2,0,59.5,0,55.966
2,16,4105,3,2,15.5,1,48.229
2,16,4105,4,0,167,0,12.582
2,16,8431,1,0,135,0,113.933920704846
2,16,8431,2,0,44.5,0,39.059
2,16,8431,3,0,131,0,138.04
2,16,8431,4,0,49.5,0,39.542
2,17,1251,1,0,206.5,0,186.674008810573
2,17,1251,2,0,55,0,71.126
2,17,1251,3,0,81.5,0,76.031
2,17,1251,4,3,45.5,1,55.286
2,17,1418,1,2,70,1,208.013215859031
2,17,1418,2,3,8,1,79.532
2,17,1418,3,2,24.5,1,275.09
2,17,1418,4,2,11,1,67.384
2,17,8004,1,3,19,1,142.594713656388
2,17,8004,2,0,137.5,0,132.04
2,17,8004,3,3,26.5,1,62.607
2,17,8004,4,3,30.5,1,20.645
2,18,6400,1,0,178.5,0,152.180616740088
2,18,6400,2,0,57,0,89.609
2,18,6400,3,2,73.5,1,171.83
2,18,6400,4,2,6.5,1,46.471
2,18,7194,1,0,115.5,0,97.9162995594714
2,18,7194,2,0,57.5,0,52.19
2,18,7194,3,0,76,0,70.545
2,18,7194,4,2,10.5,1,35.919
2,18,8414,1,3,30,1,174.850220264317
2,18,8414,2,0,37.5,0,32.526
2,18,8414,3,0,71,0,65.974
2,18,8414,4,0,130.5,0,12.906
2,19,2241,1,2,46,1,201.775330396476
2,19,2241,2,0,48.5,0,43.006
2,19,2241,3,2,12.5,1,66.821
2,19,2241,4,0,26.5,0,18.399
2,19,3472,1,0,149.5,0,126.286343612335
2,19,3472,2,0,41,0,47.274
2,19,3472,3,0,103,0,113.31
2,19,3472,4,3,17.5,1,48.932
2,19,5834,1,0,197,0,168.136563876652
2,19,5834,2,2,57,1,63.765
2,19,5834,3,0,88.5,0,83.388
2,19,5834,4,0,157.5,0,47.019
2,20,2241,1,0,229,0,201.775330396476
2,20,2241,2,3,10.5,1,43.006
2,20,2241,3,0,72,0,66.821
2,20,2241,4,0,26.5,0,18.399
2,20,2652,1,0,324,2,280.039647577092
2,20,2652,2,0,23,0,30.292
2,20,2652,3,2,34,1,153.93
2,20,2652,4,0,130.5,0,5.48
2,20,7042,1,2,5,1,175.599118942731
2,20,7042,2,3,145.5,1,160.44
2,20,7042,3,2,7,1,108.78
2,20,7042,4,3,21,1,55.058
2,21,1181,1,2,28,1,127.775330396476
2,21,1181,2,0,67,0,61.832
2,21,1181,3,3,10,1,78.593
2,21,1181,4,0,40,0,30.482
2,21,7623,1,3,82,1,236.224669603524
2,21,7623,2,3,12,1,64.163
2,21,7623,3,2,32,1,54.231
2,21,7623,4,2,153.5,1,10.046
2,21,8004,1,2,60,1,142.594713656388
2,21,8004,2,2,56,1,132.04
2,21,8004,3,0,68,0,62.607
2,21,8004,4,2,25.5,1,20.645
2,22,1600,1,3,56.5,1,143.237885462555
2,22,1600,2,0,50,0,45.193
2,22,1600,3,0,55,0,49.757
2,22,1600,4,0,33.5,0,24.596
2,22,2652,1,3,72.5,1,280.039647577092
2,22,2652,2,0,23,0,30.292
2,22,2652,3,2,12,1,153.93
2,22,2652,4,0,130.5,0,5.48
2,22,7042,1,3,57,1,175.599118942731
2,22,7042,2,0,165.5,0,160.44
2,22,7042,3,2,6,1,108.78
2,22,7042,4,0,67,0,55.058
2,23,3472,1,3,123,1,126.286343612335
2,23,3472,2,0,41,0,47.274
2,23,3472,3,2,81,1,113.31
2,23,3472,4,0,59.5,0,48.932
2,23,4399,1,2,178,1,188.136563876652
2,23,4399,2,0,51.5,0,46.374
2,23,4399,3,0,55,0,49.501
2,23,4399,4,0,188,0,25.826
2,23,6400,1,2,15,1,152.180616740088
2,23,6400,2,0,57,0,89.609
2,23,6400,3,3,9.5,1,171.83
2,23,6400,4,0,58,0,46.471
2,24,3472,1,2,11.5,1,126.286343612335
2,24,3472,2,0,41,0,47.274
2,24,3472,3,0,103,0,113.31
2,24,3472,4,3,10,1,48.932
2,24,4774,1,1,112,1,222.84140969163
2,24,4774,2,0,44,0,56.349
2,24,4774,3,0,67.5,0,79.836
2,24,4774,4,0,35,0,25.697
2,24,5754,1,2,27,1,95.3436123348018
2,24,5754,2,0,36,0,30.516
2,24,5754,3,0,68.5,0,63.153
2,24,5754,4,0,44,0,33.394
2,25,2276,1,2,55.5,1,153.845814977974
2,25,2276,2,0,43.5,0,52.36
2,25,2276,3,0,76,0,70.952
2,25,2276,4,3,89.5,1,16.267
2,25,2652,1,3,78,1,280.039647577092
2,25,2652,2,0,23,0,30.292
2,25,2652,3,2,38.5,1,153.93
2,25,2652,4,0,130.5,0,5.48
2,25,8431,1,0,135,0,113.933920704846
2,25,8431,2,0,44.5,0,39.059
2,25,8431,3,0,131,0,138.04
2,25,8431,4,0,49.5,0,39.542
2,26,6801,1,0,162.5,0,139
2,26,6801,2,0,45,0,40.664
2,26,6801,3,0,65,0,61.086
2,26,6801,4,3,14,1,128.55
2,26,8431,1,0,135,0,113.933920704846
2,26,8431,2,0,44.5,0,39.059
2,26,8431,3,3,91,1,138.04
2,26,8431,4,0,49.5,0,39.542
2,26,8521,1,2,88.5,1,203.590308370044
2,26,8521,2,2,19.5,1,153.7
2,26,8521,3,3,113,1,111.83
2,26,8521,4,2,15.5,1,83.497
2,27,3472,1,0,149.5,0,126.286343612335
2,27,3472,2,0,41,0,47.274
2,27,3472,3,0,103,0,113.31
2,27,3472,4,3,11,1,48.932
2,27,6801,1,3,106.5,1,139
2,27,6801,2,0,45,0,40.664
2,27,6801,3,0,65,0,61.086
2,27,6801,4,2,18,1,128.55
2,27,7623,1,2,164,1,236.224669603524
2,27,7623,2,3,40,1,64.163
2,27,7623,3,0,59.5,0,54.231
2,27,7623,4,0,171,0,10.046
2,28,6801,1,0,162.5,0,139
2,28,6801,2,0,45,0,40.664
2,28,6801,3,3,20,1,61.086
2,28,6801,4,0,142.5,0,128.55
2,28,8414,1,2,169.5,1,174.850220264317
2,28,8414,2,0,37.5,0,32.526
2,28,8414,3,0,71,0,65.974
2,28,8414,4,2,119,1,12.906
2,28,8864,1,3,105,1,258.885462555066
2,28,8864,2,0,56.5,0,51.151
2,28,8864,3,0,43,0,37.675
2,28,8864,4,3,118.5,1,27.719
2,29,1418,1,0,238.5,0,208.013215859031
2,29,1418,2,2,32,1,79.532
2,29,1418,3,0,280.5,0,275.09
2,29,1418,4,0,81,0,67.384
2,29,5834,1,2,136.5,1,168.136563876652
2,29,5834,2,3,12.5,1,63.765
2,29,5834,3,3,28,1,83.388
2,29,5834,4,2,70,1,47.019
2,29,8431,1,0,135,0,113.933920704846
2,29,8431,2,0,44.5,0,39.059
2,29,8431,3,0,131,0,138.04
2,29,8431,4,2,13.5,1,39.542
2,30,3088,1,0,186,0,159.149779735683
2,30,3088,2,0,30,0,31.37
2,30,3088,3,3,14,1,153.38
2,30,3088,4,0,102.5,0,7.412
2,30,6605,1,2,120.5,1,137.352422907489
2,30,6605,2,0,49,0,45.881
2,30,6605,3,0,48.5,0,68.863
2,30,6605,4,0,169,0,160.76
2,30,7194,1,0,115.5,0,97.9162995594714
2,30,7194,2,2,29,1,52.19
2,30,7194,3,2,71.5,1,70.545
2,30,7194,4,2,14.5,1,35.919
2,31,4105,1,3,239,1,242.568281938326
2,31,4105,2,0,59.5,0,55.966
2,31,4105,3,2,19,1,48.229
2,31,4105,4,0,167,0,12.582
2,31,6605,1,0,162,0,137.352422907489
2,31,6605,2,3,15.5,1,45.881
2,31,6605,3,0,48.5,0,68.863
2,31,6605,4,0,169,0,160.76
2,31,8004,1,2,89,1,142.594713656388
2,31,8004,2,0,137.5,0,132.04
2,31,8004,3,0,68,0,62.607
2,31,8004,4,3,8,1,20.645
2,32,4774,1,1,112,1,222.84140969163
2,32,4774,2,0,44,0,56.349
2,32,4774,3,0,67.5,0,79.836
2,32,4774,4,0,35,0,25.697
2,32,6605,1,0,162,0,137.352422907489
2,32,6605,2,0,49,0,45.881
2,32,6605,3,0,48.5,0,68.863
2,32,6605,4,0,169,0,160.76
2,32,8521,1,2,52,1,203.590308370044
2,32,8521,2,0,159,0,153.7
2,32,8521,3,0,117,0,111.83
2,32,8521,4,2,19.5,1,83.497
2,33,4774,1,1,112,1,222.84140969163
2,33,4774,2,0,44,0,56.349
2,33,4774,3,0,67.5,0,79.836
2,33,4774,4,0,35,0,25.697
2,33,6400,1,0,178.5,0,152.180616740088
2,33,6400,2,0,57,0,89.609
2,33,6400,3,2,29,1,171.83
2,33,6400,4,2,22.5,1,46.471
2,33,8864,1,0,296,0,258.885462555066
2,33,8864,2,3,11.5,1,51.151
2,33,8864,3,0,43,0,37.675
2,33,8864,4,0,133,0,27.719
2,34,5754,1,3,59.5,1,95.3436123348018
2,34,5754,2,0,36,0,30.516
2,34,5754,3,0,68.5,0,63.153
2,34,5754,4,0,44,0,33.394
2,34,6400,1,0,178.5,0,152.180616740088
2,34,6400,2,0,57,0,89.609
2,34,6400,3,0,177,0,171.83
2,34,6400,4,2,7.5,1,46.471
2,34,8414,1,2,198.5,1,174.850220264317
2,34,8414,2,2,29.5,1,32.526
2,34,8414,3,0,71,0,65.974
2,34,8414,4,0,130.5,0,12.906
2,35,3907,1,3,30.5,1,245.185022026432
2,35,3907,2,0,86,0,81.143
2,35,3907,3,0,54,0,48.94
2,35,3907,4,0,120.5,0,12.064
2,35,6605,1,0,162,0,137.352422907489
2,35,6605,2,2,21.5,1,45.881
2,35,6605,3,0,48.5,0,68.863
2,35,6605,4,0,169,0,160.76
2,35,7194,1,0,115.5,0,97.9162995594714
2,35,7194,2,3,17,1,52.19
2,35,7194,3,0,76,0,70.545
2,35,7194,4,0,45.5,0,35.919
2,36,6400,1,0,178.5,0,152.180616740088
2,36,6400,2,0,57,0,89.609
2,36,6400,3,2,81.5,1,171.83
2,36,6400,4,2,15.5,1,46.471
2,36,8431,1,0,135,0,113.933920704846
2,36,8431,2,0,44.5,0,39.059
2,36,8431,3,0,131,0,138.04
2,36,8431,4,2,9,1,39.542
2,36,8521,1,3,17,1,203.590308370044
2,36,8521,2,0,159,0,153.7
2,36,8521,3,0,117,0,111.83
2,36,8521,4,2,13.5,1,83.497
2,37,2652,1,2,97.5,1,280.039647577092
2,37,2652,2,0,23,0,30.292
2,37,2652,3,2,23.5,1,153.93
2,37,2652,4,0,130.5,0,5.48
2,37,3907,1,0,284,0,245.185022026432
2,37,3907,2,2,13,1,81.143
2,37,3907,3,0,54,0,48.94
2,37,3907,4,0,120.5,0,12.064
2,37,4399,1,0,219.5,0,188.136563876652
2,37,4399,2,0,51.5,0,46.374
2,37,4399,3,0,55,0,49.501
2,37,4399,4,0,188,0,25.826
2,38,3472,1,3,33.5,1,126.286343612335
2,38,3472,2,0,41,0,47.274
2,38,3472,3,0,103,0,113.31
2,38,3472,4,0,59.5,0,48.932
2,38,4774,1,1,112,1,222.84140969163
2,38,4774,2,0,44,0,56.349
2,38,4774,3,0,67.5,0,79.836
2,38,4774,4,0,35,0,25.697
2,38,5754,1,0,114,0,95.3436123348018
2,38,5754,2,3,21.5,1,30.516
2,38,5754,3,0,68.5,0,63.153
2,38,5754,4,0,44,0,33.394
2,39,2276,1,3,16,1,153.845814977974
2,39,2276,2,0,43.5,0,52.36
2,39,2276,3,0,76,0,70.952
2,39,2276,4,0,164.5,0,16.267
2,39,4105,1,0,281,0,242.568281938326
2,39,4105,2,0,59.5,0,55.966
2,39,4105,3,0,52,0,48.229
2,39,4105,4,0,167,0,12.582
2,39,7042,1,2,7,1,175.599118942731
2,39,7042,2,0,165.5,0,160.44
2,39,7042,3,0,114,0,108.78
2,39,7042,4,2,30,1,55.058
2,40,3088,1,3,13.5,1,159.149779735683
2,40,3088,2,0,30,0,31.37
2,40,3088,3,3,26,1,153.38
2,40,3088,4,0,102.5,0,7.412
2,40,3907,1,3,28,1,245.185022026432
2,40,3907,2,2,16.5,1,81.143
2,40,3907,3,0,54,0,48.94
2,40,3907,4,0,120.5,0,12.064
2,40,5834,1,3,8,1,168.136563876652
2,40,5834,2,0,69,0,63.765
2,40,5834,3,2,76,1,83.388
2,40,5834,4,0,157.5,0,47.019
2,41,8521,1,2,61.5,1,203.590308370044
2,41,8521,2,2,91.5,1,153.7
2,41,8521,3,0,117,0,111.83
2,41,8521,4,0,97.5,0,83.497
2,41,8864,1,2,286.5,1,258.885462555066
2,41,8864,2,0,56.5,0,51.151
2,41,8864,3,0,43,0,37.675
2,41,8864,4,0,133,2,27.719
2,41,8989,1,2,107.5,1,373.95154185022
2,41,8989,2,0,156.5,0,151.39
2,41,8989,3,0,166.5,0,161.14
2,41,8989,4,0,224,0,11.83
2,42,1600,1,2,22.5,1,143.237885462555
2,42,1600,2,3,8.5,1,45.193
2,42,1600,3,2,33,1,49.757
2,42,1600,4,0,33.5,0,24.596
2,42,3088,1,3,173,1,159.149779735683
2,42,3088,2,0,30,0,31.37
2,42,3088,3,3,11.5,1,153.38
2,42,3088,4,0,102.5,0,7.412
2,42,3907,1,2,8.5,1,245.185022026432
2,42,3907,2,0,86,0,81.143
2,42,3907,3,0,54,0,48.94
2,42,3907,4,0,120.5,0,12.064
2,43,3907,1,3,107.5,1,245.185022026432
2,43,3907,2,2,10,1,81.143
2,43,3907,3,0,54,0,48.94
2,43,3907,4,0,120.5,0,12.064
2,43,6400,1,3,104.5,1,152.180616740088
2,43,6400,2,0,57,0,89.609
2,43,6400,3,3,14,1,171.83
2,43,6400,4,3,56.5,1,46.471
2,43,8004,1,0,163.5,0,142.594713656388
2,43,8004,2,3,98,1,132.04
2,43,8004,3,0,68,2,62.607
2,43,8004,4,3,123,1,20.645
2,44,3088,1,3,150.5,1,159.149779735683
2,44,3088,2,0,30,0,31.37
2,44,3088,3,2,101,1,153.38
2,44,3088,4,0,102.5,0,7.412
2,44,5754,1,2,10.5,1,95.3436123348018
2,44,5754,2,2,17,1,30.516
2,44,5754,3,0,68.5,0,63.153
2,44,5754,4,0,44,0,33.394
2,44,8431,1,0,135,0,113.933920704846
2,44,8431,2,0,44.5,0,39.059
2,44,8431,3,0,131,0,138.04
2,44,8431,4,2,6,1,39.542
2,45,1870,1,2,13.5,1,196.533039647577
2,45,1870,2,0,68.5,0,63.257
2,45,1870,3,0,147,0,154.28
2,45,1870,4,0,180,0,16.458
2,45,6605,1,3,88.5,1,137.352422907489
2,45,6605,2,0,49,0,45.881
2,45,6605,3,0,48.5,0,68.863
2,45,6605,4,0,169,0,160.76
2,45,7623,1,2,13,1,236.224669603524
2,45,7623,2,0,69.5,0,64.163
2,45,7623,3,3,7,1,54.231
2,45,7623,4,2,119,1,10.046
2,46,1870,1,3,21.5,1,196.533039647577
2,46,1870,2,0,68.5,0,63.257
2,46,1870,3,0,147,0,154.28
2,46,1870,4,2,73,1,16.458
2,46,6605,1,3,41.5,1,137.352422907489
2,46,6605,2,0,49,0,45.881
2,46,6605,3,0,48.5,0,68.863
2,46,6605,4,0,169,0,160.76
2,46,8864,1,2,37,1,258.885462555066
2,46,8864,2,3,33.5,1,51.151
2,46,8864,3,0,43,0,37.675
2,46,8864,4,0,133,0,27.719
2,47,1870,1,2,20.5,1,196.533039647577
2,47,1870,2,0,68.5,0,63.257
2,47,1870,3,0,147,0,154.28
2,47,1870,4,2,59,1,16.458
2,47,5834,1,3,93,1,168.136563876652
2,47,5834,2,0,69,0,63.765
2,47,5834,3,3,24,1,83.388
2,47,5834,4,0,157.5,0,47.019
2,47,8431,1,0,135,0,113.933920704846
2,47,8431,2,0,44.5,0,39.059
2,47,8431,3,0,131,0,138.04
2,47,8431,4,0,49.5,0,39.542
2,48,1181,1,2,41.5,1,127.775330396476
2,48,1181,2,0,67,0,61.832
2,48,1181,3,0,62.5,0,78.593
2,48,1181,4,0,40,0,30.482
2,48,8004,1,0,163.5,0,142.594713656388
2,48,8004,2,0,137.5,0,132.04
2,48,8004,3,0,68,0,62.607
2,48,8004,4,2,40,1,20.645
2,48,8989,1,0,421,0,373.95154185022
2,48,8989,2,0,156.5,0,151.39
2,48,8989,3,0,166.5,0,161.14
2,48,8989,4,3,206.5,1,11.83
2,49,2241,1,2,125.5,1,201.775330396476
2,49,2241,2,0,48.5,0,43.006
2,49,2241,3,0,72,0,66.821
2,49,2241,4,0,26.5,0,18.399
2,49,7042,1,3,29.5,1,175.599118942731
2,49,7042,2,3,160,1,160.44
2,49,7042,3,2,14.5,1,108.78
2,49,7042,4,3,14.5,1,55.058
2,49,8521,1,2,51.5,1,203.590308370044
2,49,8521,2,3,13,1,153.7
2,49,8521,3,0,117,0,111.83
2,49,8521,4,2,14,1,83.497
2,50,3907,1,3,175,1,245.185022026432
2,50,3907,2,0,86,0,81.143
2,50,3907,3,0,54,0,48.94
2,50,3907,4,0,120.5,0,12.064
2,50,7623,1,3,39,1,236.224669603524
2,50,7623,2,3,10.5,1,64.163
2,50,7623,3,2,28,1,54.231
2,50,7623,4,0,171,0,10.046
2,50,8431,1,0,135,0,113.933920704846
2,50,8431,2,0,44.5,0,39.059
2,50,8431,3,0,131,2,138.04
2,50,8431,4,0,49.5,0,39.542
2,51,1181,1,3,59.5,1,127.775330396476
2,51,1181,2,0,67,0,61.832
2,51,1181,3,0,62.5,0,78.593
2,51,1181,4,0,40,0,30.482
2,51,5754,1,3,33,1,95.3436123348018
2,51,5754,2,0,36,0,30.516
2,51,5754,3,0,68.5,0,63.153
2,51,5754,4,0,44,0,33.394
2,51,7623,1,0,273,0,236.224669603524
2,51,7623,2,3,20.5,1,64.163
2,51,7623,3,0,59.5,0,54.231
2,51,7623,4,0,171,0,10.046
2,52,1870,1,2,28,1,196.533039647577
2,52,1870,2,0,68.5,0,63.257
2,52,1870,3,0,147,0,154.28
2,52,1870,4,0,180,2,16.458
2,52,5754,1,0,114,0,95.3436123348018
2,52,5754,2,0,36,0,30.516
2,52,5754,3,0,68.5,0,63.153
2,52,5754,4,0,44,0,33.394
2,52,6605,1,2,35.5,1,137.352422907489
2,52,6605,2,0,49,0,45.881
2,52,6605,3,0,48.5,0,68.863
2,52,6605,4,0,169,0,160.76
2,53,3088,1,0,186,0,159.149779735683
2,53,3088,2,0,30,0,31.37
2,53,3088,3,2,108.5,1,153.38
2,53,3088,4,0,102.5,0,7.412
2,53,3472,1,2,74,1,126.286343612335
2,53,3472,2,0,41,0,47.274
2,53,3472,3,0,103,0,113.31
2,53,3472,4,3,12.5,1,48.932
2,53,6801,1,2,53,1,139
2,53,6801,2,0,45,0,40.664
2,53,6801,3,0,65,0,61.086
2,53,6801,4,2,12.5,1,128.55
2,54,1418,1,3,9,1,208.013215859031
2,54,1418,2,0,85,0,79.532
2,54,1418,3,0,280.5,0,275.09
2,54,1418,4,2,7.5,1,67.384
2,54,3088,1,2,186,1,159.149779735683
2,54,3088,2,0,30,0,31.37
2,54,3088,3,2,109,1,153.38
2,54,3088,4,0,102.5,0,7.412
2,54,6801,1,3,127.5,1,139
2,54,6801,2,0,45,0,40.664
2,54,6801,3,3,10.5,1,61.086
2,54,6801,4,3,16.5,1,128.55
2,55,1181,1,3,10.5,1,127.775330396476
2,55,1181,2,0,67,0,61.832
2,55,1181,3,0,62.5,0,78.593
2,55,1181,4,0,40,0,30.482
2,55,1870,1,2,23.5,1,196.533039647577
2,55,1870,2,0,68.5,0,63.257
2,55,1870,3,0,147,0,154.28
2,55,1870,4,0,180,0,16.458
2,55,2241,1,3,77,1,201.775330396476
2,55,2241,2,2,37.5,1,43.006
2,55,2241,3,0,72,0,66.821
2,55,2241,4,0,26.5,0,18.399
2,56,2652,1,3,86.5,1,280.039647577092
2,56,2652,2,0,23,0,30.292
2,56,2652,3,2,17,1,153.93
2,56,2652,4,3,114.5,1,5.48
2,56,7194,1,2,35.5,1,97.9162995594714
2,56,7194,2,2,15,1,52.19
2,56,7194,3,0,76,0,70.545
2,56,7194,4,3,35.5,1,35.919
2,56,8989,1,3,92,1,373.95154185022
2,56,8989,2,2,83,1,151.39
2,56,8989,3,0,166.5,0,161.14
2,56,8989,4,2,73.5,1,11.83
2,57,1870,1,0,229,0,196.533039647577
2,57,1870,2,0,68.5,0,63.257
2,57,1870,3,2,105,1,154.28
2,57,1870,4,0,180,0,16.458
2,57,5834,1,2,149,1,168.136563876652
2,57,5834,2,3,16,1,63.765
2,57,5834,3,0,88.5,0,83.388
2,57,5834,4,0,157.5,0,47.019
2,57,6605,1,2,62.5,1,137.352422907489
2,57,6605,2,0,49,0,45.881
2,57,6605,3,0,48.5,0,68.863
2,57,6605,4,0,169,0,160.76
2,58,1418,1,2,16,1,208.013215859031
2,58,1418,2,3,20,1,79.532
2,58,1418,3,0,280.5,0,275.09
2,58,1418,4,3,24.5,1,67.384
2,58,2276,1,2,23.5,1,153.845814977974
2,58,2276,2,0,43.5,0,52.36
2,58,2276,3,0,76,0,70.952
2,58,2276,4,2,29,1,16.267
2,58,7667,1,3,13.5,1,180.145374449339
2,58,7667,2,0,67,0,61.519
2,58,7667,3,0,148,0,142.57
2,58,7667,4,0,50.5,0,40.524
2,59,2241,1,3,73.5,1,201.775330396476
2,59,2241,2,3,16.5,1,43.006
2,59,2241,3,3,36,1,66.821
2,59,2241,4,0,26.5,0,18.399
2,59,7194,1,3,27,1,97.9162995594714
2,59,7194,2,3,22.5,1,52.19
2,59,7194,3,0,76,0,70.545
2,59,7194,4,0,45.5,0,35.919
2,59,7623,1,2,114.5,1,236.224669603524
2,59,7623,2,0,69.5,0,64.163
2,59,7623,3,3,9,1,54.231
2,59,7623,4,0,171,0,10.046
2,60,1251,1,2,75,1,186.674008810573
2,60,1251,2,0,55,0,71.126
2,60,1251,3,3,20,1,76.031
2,60,1251,4,0,66,0,55.286
2,60,4105,1,2,120.5,1,242.568281938326
2,60,4105,2,0,59.5,0,55.966
2,60,4105,3,0,52,0,48.229
2,60,4105,4,0,167,0,12.582
2,60,8864,1,2,56.5,1,258.885462555066
2,60,8864,2,3,19.5,1,51.151
2,60,8864,3,0,43,0,37.675
2,60,8864,4,0,133,0,27.719
2,61,1870,1,0,229,0,196.533039647577
2,61,1870,2,0,68.5,0,63.257
2,61,1870,3,0,147,0,154.28
2,61,1870,4,0,180,0,16.458
2,61,3472,1,2,32.5,1,126.286343612335
2,61,3472,2,0,41,0,47.274
2,61,3472,3,0,103,0,113.31
2,61,3472,4,3,7.5,1,48.932
2,61,4105,1,2,11,1,242.568281938326
2,61,4105,2,0,59.5,0,55.966
2,61,4105,3,0,52,0,48.229
2,61,4105,4,0,167,0,12.582
2,62,2652,1,2,18,1,280.039647577092
2,62,2652,2,0,23,0,30.292
2,62,2652,3,0,159,0,153.93
2,62,2652,4,0,130.5,0,5.48
2,62,3088,1,0,186,0,159.149779735683
2,62,3088,2,0,30,0,31.37
2,62,3088,3,0,157.5,0,153.38
2,62,3088,4,0,102.5,0,7.412
2,62,7667,1,3,12.5,1,180.145374449339
2,62,7667,2,2,54,1,61.519
2,62,7667,3,0,148,0,142.57
2,62,7667,4,2,8.5,1,40.524
2,63,2652,1,3,102.5,1,280.039647577092
2,63,2652,2,0,23,0,30.292
2,63,2652,3,3,17.5,1,153.93
2,63,2652,4,0,130.5,0,5.48
2,63,3472,1,0,149.5,0,126.286343612335
2,63,3472,2,0,41,0,47.274
2,63,3472,3,0,103,0,113.31
2,63,3472,4,3,8,1,48.932
2,63,7667,1,0,210.5,0,180.145374449339
2,63,7667,2,3,12.5,1,61.519
2,63,7667,3,0,148,0,142.57
2,63,7667,4,0,50.5,0,40.524
2,64,1181,1,0,150.5,0,127.775330396476
2,64,1181,2,0,67,0,61.832
2,64,1181,3,0,62.5,0,78.593
2,64,1181,4,0,40,0,30.482
2,64,2652,1,3,44,1,280.039647577092
2,64,2652,2,0,23,0,30.292
2,64,2652,3,2,142.5,1,153.93
2,64,2652,4,0,130.5,0,5.48
2,64,4399,1,0,219.5,0,188.136563876652
2,64,4399,2,0,51.5,0,46.374
2,64,4399,3,0,55,0,49.501
2,64,4399,4,2,71,1,25.826
2,65,1251,1,3,91.5,1,186.674008810573
2,65,1251,2,0,55,0,71.126
2,65,1251,3,0,81.5,0,76.031
2,65,1251,4,3,18,1,55.286
2,65,2241,1,2,51,1,201.775330396476
2,65,2241,2,0,48.5,0,43.006
2,65,2241,3,0,72,0,66.821
2,65,2241,4,0,26.5,0,18.399
2,65,4105,1,0,281,0,242.568281938326
2,65,4105,2,0,59.5,0,55.966
2,65,4105,3,2,33.5,1,48.229
2,65,4105,4,0,167,2,12.582
2,66,2241,1,3,84,1,201.775330396476
2,66,2241,2,0,48.5,0,43.006
2,66,2241,3,0,72,0,66.821
2,66,2241,4,0,26.5,0,18.399
2,66,4399,1,0,219.5,0,188.136563876652
2,66,4399,2,0,51.5,0,46.374
2,66,4399,3,0,55,0,49.501
2,66,4399,4,2,61.5,1,25.826
2,66,8414,1,2,10,1,174.850220264317
2,66,8414,2,3,13.5,1,32.526
2,66,8414,3,0,71,0,65.974
2,66,8414,4,3,104,1,12.906
2,67,4399,1,2,169.5,1,188.136563876652
2,67,4399,2,0,51.5,0,46.374
2,67,4399,3,0,55,0,49.501
2,67,4399,4,0,188,0,25.826
2,67,6801,1,3,147.5,1,139
2,67,6801,2,0,45,0,40.664
2,67,6801,3,3,16,1,61.086
2,67,6801,4,3,87,1,128.55
2,67,8004,1,3,57.5,1,142.594713656388
2,67,8004,2,0,137.5,0,132.04
2,67,8004,3,0,68,0,62.607
2,67,8004,4,2,75.5,1,20.645
2,68,3088,1,2,95,1,159.149779735683
2,68,3088,2,0,30,0,31.37
2,68,3088,3,3,9,1,153.38
2,68,3088,4,0,102.5,0,7.412
2,68,3472,1,0,149.5,0,126.286343612335
2,68,3472,2,0,41,0,47.274
2,68,3472,3,0,103,0,113.31
2,68,3472,4,2,10,1,48.932
2,68,8864,1,3,34,1,258.885462555066
2,68,8864,2,3,11,1,51.151
2,68,8864,3,0,43,0,37.675
2,68,8864,4,0,133,2,27.719
2,69,6605,1,3,34,1,137.352422907489
2,69,6605,2,2,17.5,1,45.881
2,69,6605,3,0,48.5,0,68.863
2,69,6605,4,0,169,0,160.76
2,69,8004,1,2,131.5,1,142.594713656388
2,69,8004,2,0,137.5,0,132.04
2,69,8004,3,2,9.5,1,62.607
2,69,8004,4,0,126,0,20.645
