strategy,run,pid,condition,succesfulrobot,timesec,succcess,expTime
1,56,7042,3,0,114,0,108.78
1,56,7042,4,0,67,0,55.058
1,57,2652,1,3,16.5,1,280.039647577092
1,57,2652,2,0,23,0,30.292
1,57,2652,3,0,159,0,153.93
1,57,2652,4,0,130.5,0,5.48
1,57,4399,1,2,42,1,188.136563876652
1,57,4399,2,0,51.5,0,46.374
1,57,4399,3,0,55,0,49.501
1,57,4399,4,0,188,0,25.826
1,57,6400,1,3,70,1,152.180616740088
1,57,6400,2,0,57,0,89.609
1,57,6400,3,3,14.5,1,171.83
1,57,6400,4,2,10,1,46.471
1,58,3088,1,2,69.5,1,159.149779735683
1,58,3088,2,0,30,0,31.37
1,58,3088,3,2,27,1,153.38
1,58,3088,4,0,102.5,0,7.412
1,58,4399,1,3,194,1,188.136563876652
1,58,4399,2,0,51.5,0,46.374
1,58,4399,3,0,55,0,49.501
1,58,4399,4,0,188,0,25.826
1,58,8864,1,2,8,1,258.885462555066
1,58,8864,2,0,56.5,0,51.151
1,58,8864,3,0,43,0,37.675
1,58,8864,4,0,133,0,27.719
1,59,4774,1,3,85,1,222.84140969163
1,59,4774,2,0,44,0,56.349
1,59,4774,3,0,67.5,0,79.836
1,59,4774,4,0,35,0,25.697
1,59,6605,1,2,53.5,1,137.352422907489
1,59,6605,2,0,49,0,45.881
1,59,6605,3,0,48.5,0,68.863
1,59,6605,4,0,169,0,160.76
1,59,7194,1,0,115.5,0,97.9162995594714
1,59,7194,2,0,57.5,0,52.19
1,59,7194,3,2,47,1,70.545
1,59,7194,4,0,45.5,0,35.919
1,60,1181,1,2,44,1,127.775330396476
1,60,1181,2,0,67,0,61.832
1,60,1181,3,0,62.5,0,78.593
1,60,1181,4,0,40,0,30.482
1,60,2241,1,0,229,0,201.775330396476
1,60,2241,2,3,16,1,43.006
1,60,2241,3,3,29.5,1,66.821
1,60,2241,4,0,26.5,0,18.399
1,60,5834,1,0,197,0,168.136563876652
1,60,5834,2,2,21.5,1,63.765
1,60,5834,3,3,8.5,1,83.388
1,60,5834,4,0,157.5,0,47.019
1,61,1418,1,0,238.5,0,208.013215859031
1,61,1418,2,3,77.5,1,79.532
1,61,1418,3,3,111.5,1,275.09
1,61,1418,4,3,24.5,1,67.384
1,61,1870,1,2,140.5,1,196.533039647577
1,61,1870,2,0,68.5,0,63.257
1,61,1870,3,0,147,0,154.28
1,61,1870,4,3,162.5,1,16.458
1,61,8004,1,2,11.5,1,142.594713656388
1,61,8004,2,0,137.5,0,132.04
1,61,8004,3,0,68,0,62.607
1,61,8004,4,3,9,1,20.645
1,62,3472,1,3,49,1,126.286343612335
1,62,3472,2,0,41,0,47.274
1,62,3472,3,0,103,0,113.31
1,62,3472,4,3,27.5,1,48.932
1,62,6605,1,2,85,1,137.352422907489
1,62,6605,2,2,22.5,1,45.881
1,62,6605,3,0,48.5,0,68.863
1,62,6605,4,0,169,0,160.76
1,62,8521,1,2,22.5,1,203.590308370044
1,62,8521,2,0,159,0,153.7
1,62,8521,3,0,117,0,111.83
1,62,8521,4,3,25,1,83.497
1,63,1181,1,2,50.5,1,127.775330396476
1,63,1181,2,0,67,0,61.832
1,63,1181,3,0,62.5,0,78.593
1,63,1181,4,0,40,0,30.482
1,63,2241,1,0,229,0,201.775330396476
1,63,2241,2,0,48.5,0,43.006
1,63,2241,3,0,72,0,66.821
1,63,2241,4,0,26.5,0,18.399
1,63,3088,1,0,186,0,159.149779735683
1,63,3088,2,0,30,0,31.37
1,63,3088,3,2,48.5,1,153.38
1,63,3088,4,0,102.5,0,7.412
1,64,1251,1,0,206.5,0,186.674008810573
1,64,1251,2,0,55,0,71.126
1,64,1251,3,3,13.5,1,76.031
1,64,1251,4,0,66,0,55.286
1,64,7667,1,3,171.5,1,180.145374449339
1,64,7667,2,3,13.5,1,61.519
1,64,7667,3,0,148,0,142.57
1,64,7667,4,2,10.5,1,40.524
1,64,8521,1,0,237,0,203.590308370044
1,64,8521,2,0,159,0,153.7
1,64,8521,3,3,35,1,111.83
1,64,8521,4,2,8,1,83.497
1,65,5754,1,0,114,0,95.3436123348018
1,65,5754,2,0,36,0,30.516
1,65,5754,3,0,68.5,0,63.153
1,65,5754,4,2,28,1,33.394
1,65,8431,1,0,135,0,113.933920704846
1,65,8431,2,0,44.5,0,39.059
1,65,8431,3,2,78,1,138.04
1,65,8431,4,0,49.5,0,39.542
1,65,8864,1,3,39,1,258.885462555066
1,65,8864,2,3,8.5,1,51.151
1,65,8864,3,0,43,0,37.675
1,65,8864,4,3,95.5,1,27.719
1,66,1251,1,2,16.5,1,186.674008810573
1,66,1251,2,0,55,0,71.126
1,66,1251,3,0,81.5,0,76.031
1,66,1251,4,0,66,0,55.286
1,66,3472,1,0,149.5,0,126.286343612335
1,66,3472,2,0,41,0,47.274
1,66,3472,3,0,103,0,113.31
1,66,3472,4,3,18,1,48.932
1,66,8431,1,0,135,0,113.933920704846
1,66,8431,2,0,44.5,0,39.059
1,66,8431,3,0,131,0,138.04
1,66,8431,4,0,49.5,0,39.542
1,67,6605,1,0,162,0,137.352422907489
1,67,6605,2,3,16.5,1,45.881
1,67,6605,3,0,48.5,0,68.863
1,67,6605,4,0,169,0,160.76
1,67,7667,1,2,26.5,1,180.145374449339
1,67,7667,2,0,67,0,61.519
1,67,7667,3,0,148,0,142.57
1,67,7667,4,0,50.5,0,40.524
1,67,8521,1,3,70,1,203.590308370044
1,67,8521,2,0,159,0,153.7
1,67,8521,3,0,117,0,111.83
1,67,8521,4,0,97.5,0,83.497
1,68,3088,1,2,30,1,159.149779735683
1,68,3088,2,0,30,0,31.37
1,68,3088,3,2,154,1,153.38
1,68,3088,4,0,102.5,0,7.412
1,68,6400,1,2,41,1,152.180616740088
1,68,6400,2,0,57,0,89.609
1,68,6400,3,2,25.5,1,171.83
1,68,6400,4,0,58,0,46.471
1,68,7667,1,3,68,1,180.145374449339
1,68,7667,2,3,18,1,61.519
1,68,7667,3,0,148,0,142.57
1,68,7667,4,2,36,1,40.524
1,69,1418,1,2,73.5,1,208.013215859031
1,69,1418,2,0,85,0,79.532
1,69,1418,3,2,52.5,1,275.09
1,69,1418,4,0,81,0,67.384
1,69,7194,1,3,22,1,97.9162995594714
1,69,7194,2,0,57.5,0,52.19
1,69,7194,3,0,76,0,70.545
1,69,7194,4,0,45.5,0,35.919
1,69,8864,1,2,19.5,1,258.885462555066
1,69,8864,2,3,15,1,51.151
1,69,8864,3,0,43,0,37.675
1,69,8864,4,0,133,0,27.719
1,70,2276,1,3,39,1,153.845814977974
1,70,2276,2,0,43.5,0,52.36
1,70,2276,3,0,76,0,70.952
1,70,2276,4,2,90.5,1,16.267
1,70,5754,1,3,17.5,1,95.3436123348018
1,70,5754,2,3,32.5,1,30.516
1,70,5754,3,0,68.5,0,63.153
1,70,5754,4,2,15,1,33.394
1,70,6801,1,3,31,1,139
1,70,6801,2,0,45,0,40.664
1,70,6801,3,0,65,0,61.086
1,70,6801,4,2,12,1,128.55
1,71,2241,1,3,76,1,201.775330396476
1,71,2241,2,0,48.5,0,43.006
1,71,2241,3,2,12,1,66.821
1,71,2241,4,0,26.5,0,18.399
1,71,3472,1,3,22.5,1,126.286343612335
1,71,3472,2,0,41,0,47.274
1,71,3472,3,0,103,0,113.31
1,71,3472,4,0,59.5,0,48.932
1,71,3907,1,2,41,1,245.185022026432
1,71,3907,2,0,86,0,81.143
1,71,3907,3,0,54,0,48.94
1,71,3907,4,0,120.5,0,12.064
1,72,1870,1,3,16,1,196.533039647577
1,72,1870,2,0,68.5,0,63.257
1,72,1870,3,0,147,0,154.28
1,72,1870,4,0,180,0,16.458
1,72,4399,1,3,139.5,1,188.136563876652
1,72,4399,2,0,51.5,0,46.374
1,72,4399,3,0,55,0,49.501
1,72,4399,4,3,131,1,25.826
1,72,7194,1,0,115.5,0,97.9162995594714
1,72,7194,2,2,18.5,1,52.19
1,72,7194,3,0,76,0,70.545
1,72,7194,4,0,45.5,0,35.919
1,73,3088,1,0,186,0,159.149779735683
1,73,3088,2,0,30,0,31.37
1,73,3088,3,0,157.5,0,153.38
1,73,3088,4,0,102.5,0,7.412
1,73,3907,1,2,244.5,1,245.185022026432
1,73,3907,2,0,86,0,81.143
1,73,3907,3,0,54,0,48.94
1,73,3907,4,0,120.5,0,12.064
1,73,7623,1,2,28.5,1,236.224669603524
1,73,7623,2,3,23,1,64.163
1,73,7623,3,3,17,1,54.231
1,73,7623,4,0,171,0,10.046
1,74,1251,1,0,206.5,0,186.674008810573
1,74,1251,2,0,55,0,71.126
1,74,1251,3,0,81.5,0,76.031
1,74,1251,4,3,27,1,55.286
1,74,1600,1,2,35,1,143.237885462555
1,74,1600,2,3,9.5,1,45.193
1,74,1600,3,2,12,1,49.757
1,74,1600,4,0,33.5,0,24.596
1,74,8864,1,3,62,1,258.885462555066
1,74,8864,2,3,47.5,1,51.151
1,74,8864,3,0,43,0,37.675
1,74,8864,4,0,133,0,27.719
1,75,1870,1,2,47,1,196.533039647577
1,75,1870,2,0,68.5,0,63.257
1,75,1870,3,0,147,0,154.28
1,75,1870,4,0,180,0,16.458
1,75,5834,1,0,197,0,168.136563876652
1,75,5834,2,0,69,0,63.765
1,75,5834,3,0,88.5,0,83.388
1,75,5834,4,2,51.5,1,47.019
1,75,6801,1,0,162.5,0,139
1,75,6801,2,0,45,0,40.664
1,75,6801,3,0,65,0,61.086
1,75,6801,4,0,142.5,0,128.55
1,76,5834,1,2,100.5,1,168.136563876652
1,76,5834,2,3,15.5,1,63.765
1,76,5834,3,3,8.5,1,83.388
1,76,5834,4,0,157.5,0,47.019
1,76,7194,1,3,14.5,1,97.9162995594714
1,76,7194,2,2,27,1,52.19
1,76,7194,3,0,76,0,70.545
1,76,7194,4,2,10,1,35.919
1,76,8521,1,3,158,1,203.590308370044
1,76,8521,2,3,12,1,153.7
1,76,8521,3,0,117,0,111.83
1,76,8521,4,0,97.5,0,83.497
1,77,4105,1,2,18,1,242.568281938326
1,77,4105,2,0,59.5,0,55.966
1,77,4105,3,3,21,1,48.229
1,77,4105,4,0,167,0,12.582
1,77,5834,1,3,72.5,1,168.136563876652
1,77,5834,2,0,69,0,63.765
1,77,5834,3,3,14,1,83.388
1,77,5834,4,3,125.5,1,47.019
1,77,7667,1,3,23.5,1,180.145374449339
1,77,7667,2,0,67,0,61.519
1,77,7667,3,0,148,0,142.57
1,77,7667,4,0,50.5,0,40.524
1,78,1181,1,0,150.5,0,127.775330396476
1,78,1181,2,0,67,2,61.832
1,78,1181,3,3,17,1,78.593
1,78,1181,4,0,40,0,30.482
1,78,3088,1,0,186,0,159.149779735683
1,78,3088,2,0,30,0,31.37
1,78,3088,3,0,157.5,0,153.38
1,78,3088,4,0,102.5,0,7.412
1,78,6605,1,3,35,1,137.352422907489
1,78,6605,2,3,21,1,45.881
1,78,6605,3,0,48.5,0,68.863
1,78,6605,4,0,169,0,160.76
1,79,5754,1,2,20.5,1,95.3436123348018
1,79,5754,2,3,21,1,30.516
1,79,5754,3,0,68.5,0,63.153
1,79,5754,4,0,44,0,33.394
1,79,6801,1,2,42,1,139
1,79,6801,2,0,45,0,40.664
1,79,6801,3,2,47.5,1,61.086
1,79,6801,4,3,129.5,1,128.55
1,79,7623,1,3,123.5,1,236.224669603524
1,79,7623,2,0,69.5,0,64.163
1,79,7623,3,2,35,1,54.231
1,79,7623,4,0,171,0,10.046
1,80,1418,1,2,107,1,208.013215859031
1,80,1418,2,3,11,1,79.532
1,80,1418,3,2,236.5,1,275.09
1,80,1418,4,2,25,1,67.384
1,80,8004,1,3,35.5,1,142.594713656388
1,80,8004,2,3,38.5,1,132.04
1,80,8004,3,0,68,0,62.607
1,80,8004,4,3,29.5,1,20.645
1,80,8864,1,3,114,1,258.885462555066
1,80,8864,2,3,11,1,51.151
1,80,8864,3,0,43,0,37.675
1,80,8864,4,0,133,0,27.719
1,81,1251,1,3,53.5,1,186.674008810573
1,81,1251,2,0,55,0,71.126
1,81,1251,3,3,57.5,1,76.031
1,81,1251,4,3,21,1,55.286
1,81,5834,1,2,25,1,168.136563876652
1,81,5834,2,3,12.5,1,63.765
1,81,5834,3,0,88.5,0,83.388
1,81,5834,4,0,157.5,0,47.019
1,81,8989,1,2,22,1,373.95154185022
1,81,8989,2,0,156.5,0,151.39
1,81,8989,3,3,72.5,1,161.14
1,81,8989,4,3,76.5,1,11.83
1,82,3907,1,3,51,1,245.185022026432
1,82,3907,2,2,14,1,81.143
1,82,3907,3,0,54,0,48.94
1,82,3907,4,0,120.5,0,12.064
1,82,7667,1,0,210.5,0,180.145374449339
1,82,7667,2,3,15,1,61.519
1,82,7667,3,0,148,0,142.57
1,82,7667,4,2,12,1,40.524
1,82,8521,1,2,140,1,203.590308370044
1,82,8521,2,3,11,1,153.7
1,82,8521,3,0,117,0,111.83
1,82,8521,4,0,97.5,0,83.497
1,83,5834,1,3,17,1,168.136563876652
1,83,5834,2,3,12.5,1,63.765
1,83,5834,3,3,15,1,83.388
1,83,5834,4,0,157.5,0,47.019
1,83,8414,1,0,203.5,0,174.850220264317
1,83,8414,2,0,37.5,0,32.526
1,83,8414,3,0,71,0,65.974
1,83,8414,4,0,130.5,0,12.906
1,83,8521,1,2,14,1,203.590308370044
1,83,8521,2,2,85.5,1,153.7
1,83,8521,3,0,117,0,111.83
1,83,8521,4,0,97.5,0,83.497
1,84,4105,1,0,281,0,242.568281938326
1,84,4105,2,0,59.5,0,55.966
1,84,4105,3,3,13,1,48.229
1,84,4105,4,2,92,1,12.582
1,84,7623,1,0,273,2,236.224669603524
1,84,7623,2,0,69.5,0,64.163
1,84,7623,3,0,59.5,0,54.231
1,84,7623,4,3,71,1,10.046
1,84,8521,1,3,56.5,1,203.590308370044
1,84,8521,2,2,30.5,1,153.7
1,84,8521,3,0,117,0,111.83
1,84,8521,4,0,97.5,0,83.497
1,85,3088,1,2,28,1,159.149779735683
1,85,3088,2,0,30,0,31.37
1,85,3088,3,3,108.5,1,153.38
1,85,3088,4,0,102.5,0,7.412
1,85,4774,1,3,25.5,1,222.84140969163
1,85,4774,2,0,44,0,56.349
1,85,4774,3,0,67.5,0,79.836
1,85,4774,4,0,35,0,25.697
1,85,5834,1,2,24,1,168.136563876652
1,85,5834,2,3,13.5,1,63.765
1,85,5834,3,0,88.5,0,83.388
1,85,5834,4,0,157.5,0,47.019
1,86,6605,1,2,115,1,137.352422907489
1,86,6605,2,3,12,1,45.881
1,86,6605,3,0,48.5,0,68.863
1,86,6605,4,0,169,0,160.76
1,86,7042,1,2,91.5,1,175.599118942731
1,86,7042,2,0,165.5,0,160.44
1,86,7042,3,2,11,1,108.78
1,86,7042,4,0,67,0,55.058
1,86,7667,1,3,123,1,180.145374449339
1,86,7667,2,2,21,1,61.519
1,86,7667,3,2,119,1,142.57
1,86,7667,4,2,16,1,40.524
1,87,1418,1,3,105.5,1,208.013215859031
1,87,1418,2,2,27,1,79.532
1,87,1418,3,3,137.5,1,275.09
1,87,1418,4,0,81,0,67.384
1,87,4774,1,1,112,1,222.84140969163
1,87,4774,2,0,44,0,56.349
1,87,4774,3,0,67.5,0,79.836
1,87,4774,4,0,35,0,25.697
1,87,8521,1,2,55.5,1,203.590308370044
1,87,8521,2,0,159,0,153.7
1,87,8521,3,0,117,0,111.83
1,87,8521,4,0,97.5,0,83.497
1,88,1251,1,3,25,1,186.674008810573
1,88,1251,2,0,55,0,71.126
1,88,1251,3,0,81.5,0,76.031
1,88,1251,4,2,35.5,1,55.286
1,88,6605,1,2,73,1,137.352422907489
1,88,6605,2,2,18.5,1,45.881
1,88,6605,3,0,48.5,0,68.863
1,88,6605,4,0,169,0,160.76
1,88,7623,1,0,273,0,236.224669603524
1,88,7623,2,2,28,1,64.163
1,88,7623,3,0,59.5,0,54.231
1,88,7623,4,0,171,0,10.046
1,89,3088,1,0,186,0,159.149779735683
1,89,3088,2,0,30,0,31.37
1,89,3088,3,3,14.5,1,153.38
1,89,3088,4,0,102.5,0,7.412
1,89,3472,1,3,80,1,126.286343612335
1,89,3472,2,0,41,0,47.274
1,89,3472,3,3,65.5,1,113.31
1,89,3472,4,0,59.5,0,48.932
1,89,5834,1,2,12,1,168.136563876652
1,89,5834,2,0,69,0,63.765
1,89,5834,3,3,65,1,83.388
1,89,5834,4,0,157.5,0,47.019
1,90,3907,1,2,9,1,245.185022026432
1,90,3907,2,0,86,0,81.143
1,90,3907,3,0,54,0,48.94
1,90,3907,4,0,120.5,0,12.064
1,90,6605,1,3,26,1,137.352422907489
1,90,6605,2,3,17,1,45.881
1,90,6605,3,0,48.5,0,68.863
1,90,6605,4,0,169,0,160.76
1,90,7194,1,0,115.5,0,97.9162995594714
1,90,7194,2,0,57.5,0,52.19
1,90,7194,3,0,76,0,70.545
1,90,7194,4,0,45.5,0,35.919
1,91,1418,1,2,28,1,208.013215859031
1,91,1418,2,0,85,0,79.532
1,91,1418,3,0,280.5,0,275.09
1,91,1418,4,0,81,0,67.384
1,91,7194,1,0,115.5,0,97.9162995594714
1,91,7194,2,2,9.5,1,52.19
1,91,7194,3,3,64,1,70.545
1,91,7194,4,2,9.5,1,35.919
1,91,7623,1,3,28,1,236.224669603524
1,91,7623,2,0,69.5,0,64.163
1,91,7623,3,3,21,1,54.231
1,91,7623,4,3,97.5,1,10.046
1,92,1418,1,0,238.5,2,208.013215859031
1,92,1418,2,3,13,1,79.532
1,92,1418,3,0,280.5,0,275.09
1,92,1418,4,2,57.5,1,67.384
1,92,2241,1,3,24,1,201.775330396476
1,92,2241,2,3,31,1,43.006
1,92,2241,3,0,72,0,66.821
1,92,2241,4,0,26.5,0,18.399
1,92,8864,1,2,146.5,1,258.885462555066
1,92,8864,2,2,16,1,51.151
1,92,8864,3,0,43,0,37.675
1,92,8864,4,0,133,0,27.719
1,93,1181,1,3,17.5,1,127.775330396476
1,93,1181,2,3,40.5,1,61.832
1,93,1181,3,0,62.5,0,78.593
1,93,1181,4,0,40,0,30.482
1,93,1418,1,0,238.5,0,208.013215859031
1,93,1418,2,0,85,0,79.532
1,93,1418,3,2,198.5,1,275.09
1,93,1418,4,2,8.5,1,67.384
1,93,7623,1,2,82.5,1,236.224669603524
1,93,7623,2,0,69.5,0,64.163
1,93,7623,3,0,59.5,0,54.231
1,93,7623,4,0,171,0,10.046
1,94,1181,1,3,40.5,1,127.775330396476
1,94,1181,2,0,67,0,61.832
1,94,1181,3,3,17.5,1,78.593
1,94,1181,4,0,40,0,30.482
1,94,3907,1,3,17,1,245.185022026432
1,94,3907,2,3,42.5,1,81.143
1,94,3907,3,0,54,0,48.94
1,94,3907,4,3,114.5,1,12.064
1,94,6605,1,2,26.5,1,137.352422907489
1,94,6605,2,2,19.5,1,45.881
1,94,6605,3,0,48.5,0,68.863
1,94,6605,4,0,169,0,160.76
1,95,7042,1,2,88.5,1,175.599118942731
1,95,7042,2,3,59.5,1,160.44
1,95,7042,3,2,9.5,1,108.78
1,95,7042,4,2,17,1,55.058
1,95,7194,1,3,16.5,1,97.9162995594714
1,95,7194,2,0,57.5,0,52.19
1,95,7194,3,0,76,0,70.545
1,95,7194,4,0,45.5,0,35.919
1,95,8864,1,0,296,0,258.885462555066
1,95,8864,2,0,56.5,0,51.151
1,95,8864,3,0,43,0,37.675
1,95,8864,4,0,133,0,27.719
1,96,3472,1,0,149.5,0,126.286343612335
1,96,3472,2,0,41,0,47.274
1,96,3472,3,0,103,2,113.31
1,96,3472,4,2,56,1,48.932
1,96,8431,1,0,135,0,113.933920704846
1,96,8431,2,0,44.5,0,39.059
1,96,8431,3,0,131,0,138.04
1,96,8431,4,2,12,1,39.542
1,96,8989,1,3,233,1,373.95154185022
1,96,8989,2,0,156.5,0,151.39
1,96,8989,3,0,166.5,0,161.14
1,96,8989,4,0,224,0,11.83
1,97,1600,1,2,29,1,143.237885462555
1,97,1600,2,0,50,0,45.193
1,97,1600,3,0,55,0,49.757
1,97,1600,4,0,33.5,0,24.596
1,97,4105,1,3,110,1,242.568281938326
1,97,4105,2,3,41.5,1,55.966
1,97,4105,3,3,9,1,48.229
1,97,4105,4,2,123,1,12.582
1,97,5834,1,3,99.5,1,168.136563876652
1,97,5834,2,2,17,1,63.765
1,97,5834,3,2,40.5,1,83.388
1,97,5834,4,0,157.5,0,47.019
1,98,1600,1,0,168.5,0,143.237885462555
1,98,1600,2,2,35.5,1,45.193
1,98,1600,3,0,55,0,49.757
1,98,1600,4,0,33.5,0,24.596
1,98,2652,1,2,129.5,1,280.039647577092
1,98,2652,2,0,23,0,30.292
1,98,2652,3,2,10.5,1,153.93
1,98,2652,4,0,130.5,0,5.48
1,98,8431,1,0,135,0,113.933920704846
1,98,8431,2,0,44.5,0,39.059
1,98,8431,3,0,131,0,138.04
1,98,8431,4,3,40.5,1,39.542
1,99,1870,1,2,35,1,196.533039647577
1,99,1870,2,0,68.5,0,63.257
1,99,1870,3,0,147,0,154.28
1,99,1870,4,2,66,1,16.458
1,99,2652,1,2,72,1,280.039647577092
1,99,2652,2,0,23,0,30.292
1,99,2652,3,3,115.5,1,153.93
1,99,2652,4,0,130.5,0,5.48
1,99,7042,1,2,19,1,175.599118942731
1,99,7042,2,0,165.5,0,160.44
1,99,7042,3,0,114,0,108.78
1,99,7042,4,0,67,0,55.058
1,100,1181,1,3,15,1,127.775330396476
1,100,1181,2,0,67,0,61.832
1,100,1181,3,0,62.5,0,78.593
1,100,1181,4,0,40,0,30.482
1,100,1600,1,2,58,1,143.237885462555
1,100,1600,2,0,50,0,45.193
1,100,1600,3,0,55,0,49.757
1,100,1600,4,0,33.5,0,24.596
1,100,6400,1,3,137,1,152.180616740088
1,100,6400,2,0,57,0,89.609
1,100,6400,3,3,160,1,171.83
1,100,6400,4,0,58,0,46.471
2,1,3472,1,0,149.5,0,126.286343612335
2,1,3472,2,0,41,0,47.274
2,1,3472,3,0,103,0,113.31
2,1,3472,4,3,8.5,1,48.932
2,1,4399,1,2,10,1,188.136563876652
2,1,4399,2,0,51.5,0,46.374
2,1,4399,3,0,55,0,49.501
2,1,4399,4,0,188,0,25.826
2,1,7194,1,2,16,1,97.9162995594714
2,1,7194,2,0,57.5,0,52.19
2,1,7194,3,3,48.5,1,70.545
2,1,7194,4,0,45.5,0,35.919
2,2,3472,1,2,15.5,1,126.286343612335
2,2,3472,2,0,41,0,47.274
2,2,3472,3,0,103,0,113.31
2,2,3472,4,3,30,1,48.932
2,2,8864,1,2,31,1,258.885462555066
2,2,8864,2,3,12,1,51.151
2,2,8864,3,0,43,0,37.675
2,2,8864,4,0,133,0,27.719
2,2,8989,1,0,421,0,373.95154185022
2,2,8989,2,0,156.5,0,151.39
2,2,8989,3,2,113,1,161.14
2,2,8989,4,2,63,1,11.83
2,3,3907,1,2,81.5,1,245.185022026432
2,3,3907,2,2,10.5,1,81.143
2,3,3907,3,0,54,0,48.94
2,3,3907,4,0,120.5,0,12.064
2,3,7623,1,2,161,1,236.224669603524
2,3,7623,2,2,37.5,1,64.163
2,3,7623,3,3,8.5,1,54.231
2,3,7623,4,0,171,0,10.046
2,3,8864,1,3,167,1,258.885462555066
2,3,8864,2,0,56.5,0,51.151
2,3,8864,3,0,43,0,37.675
2,3,8864,4,0,133,0,27.719
2,4,1870,1,3,19.5,1,196.533039647577
2,4,1870,2,0,68.5,0,63.257
2,4,1870,3,0,147,0,154.28
2,4,1870,4,0,180,0,16.458
2,4,4774,1,3,86.5,1,222.84140969163
2,4,4774,2,0,44,0,56.349
2,4,4774,3,0,67.5,0,79.836
2,4,4774,4,0,35,0,25.697
2,4,6400,1,0,178.5,0,152.180616740088
2,4,6400,2,0,57,0,89.609
2,4,6400,3,0,177,0,171.83
2,4,6400,4,2,21.5,1,46.471
2,5,1251,1,3,33.5,1,186.674008810573
2,5,1251,2,0,55,0,71.126
2,5,1251,3,0,81.5,0,76.031
2,5,1251,4,2,17,1,55.286
2,5,2241,1,2,68,1,201.775330396476
2,5,2241,2,3,31.5,1,43.006
2,5,2241,3,0,72,0,66.821
2,5,2241,4,0,26.5,0,18.399
2,5,6605,1,3,34,1,137.352422907489
2,5,6605,2,2,28.5,1,45.881
2,5,6605,3,0,48.5,0,68.863
2,5,6605,4,0,169,0,160.76
2,6,1870,1,2,17,1,196.533039647577
2,6,1870,2,0,68.5,0,63.257
2,6,1870,3,0,147,0,154.28
2,6,1870,4,0,180,0,16.458
2,6,5754,1,0,114,0,95.3436123348018
2,6,5754,2,2,11,1,30.516
2,6,5754,3,0,68.5,0,63.153
2,6,5754,4,0,44,0,33.394
2,6,8521,1,2,52.5,1,203.590308370044
2,6,8521,2,3,16,1,153.7
2,6,8521,3,0,117,0,111.83
2,6,8521,4,2,51,1,83.497
2,7,2652,1,3,17,1,280.039647577092
2,7,2652,2,0,23,0,30.292
2,7,2652,3,0,159,0,153.93
2,7,2652,4,0,130.5,0,5.48
2,7,3088,1,2,25,1,159.149779735683
2,7,3088,2,0,30,0,31.37
2,7,3088,3,3,11.5,1,153.38
2,7,3088,4,0,102.5,0,7.412
2,7,5834,1,2,146.5,1,168.136563876652
2,7,5834,2,3,20,1,63.765
2,7,5834,3,2,16.5,1,83.388
2,7,5834,4,0,157.5,0,47.019
2,8,2241,1,2,157.5,1,201.775330396476
2,8,2241,2,3,13.5,1,43.006
2,8,2241,3,2,28,1,66.821
2,8,2241,4,0,26.5,0,18.399
2,8,6400,1,2,24.5,1,152.180616740088
2,8,6400,2,0,57,0,89.609
2,8,6400,3,0,177,0,171.83
2,8,6400,4,0,58,0,46.471
2,8,8414,1,0,203.5,0,174.850220264317
2,8,8414,2,0,37.5,0,32.526
2,8,8414,3,0,71,0,65.974
2,8,8414,4,0,130.5,0,12.906
2,9,4105,1,2,34,1,242.568281938326
2,9,4105,2,0,59.5,0,55.966
2,9,4105,3,0,52,0,48.229
2,9,4105,4,2,149,1,12.582
2,9,6605,1,2,45.5,1,137.352422907489
2,9,6605,2,3,11,1,45.881
2,9,6605,3,0,48.5,0,68.863
2,9,6605,4,0,169,0,160.76
2,9,7667,1,3,28.5,1,180.145374449339
2,9,7667,2,0,67,0,61.519
2,9,7667,3,0,148,0,142.57
2,9,7667,4,2,9.5,1,40.524
2,10,1251,1,3,44,1,186.674008810573
2,10,1251,2,0,55,0,71.126
2,10,1251,3,0,81.5,0,76.031
2,10,1251,4,2,20,1,55.286
2,10,8004,1,3,60,1,142.594713656388
2,10,8004,2,0,137.5,0,132.04
2,10,8004,3,0,68,0,62.607
2,10,8004,4,0,126,0,20.645
2,10,8864,1,2,12,1,258.885462555066
2,10,8864,2,2,37,1,51.151
2,10,8864,3,0,43,0,37.675
2,10,8864,4,0,133,0,27.719
2,11,1251,1,2,15.5,1,186.674008810573
2,11,1251,2,0,55,0,71.126
2,11,1251,3,0,81.5,0,76.031
2,11,1251,4,0,66,0,55.286
2,11,2276,1,2,9,1,153.845814977974
2,11,2276,2,0,43.5,0,52.36
2,11,2276,3,0,76,0,70.952
2,11,2276,4,0,164.5,0,16.267
2,11,4399,1,0,219.5,0,188.136563876652
2,11,4399,2,0,51.5,0,46.374
2,11,4399,3,0,55,0,49.501
2,11,4399,4,0,188,0,25.826
2,12,1418,1,2,16,1,208.013215859031
2,12,1418,2,0,85,0,79.532
2,12,1418,3,0,280.5,0,275.09
2,12,1418,4,0,81,0,67.384
2,12,6400,1,2,26,1,152.180616740088
2,12,6400,2,0,57,0,89.609
2,12,6400,3,3,150,1,171.83
2,12,6400,4,2,10.5,1,46.471
2,12,8521,1,2,37.5,1,203.590308370044
2,12,8521,2,3,26,1,153.7
2,12,8521,3,3,50.5,1,111.83
2,12,8521,4,0,97.5,0,83.497
2,13,2241,1,0,229,0,201.775330396476
2,13,2241,2,3,16,1,43.006
2,13,2241,3,2,24,1,66.821
