strategy,run,pid,condition,whichrobot,timesec,success,expTime,c4flag
3,98,4774,3,0,67.5,0,79.836,0
3,98,4774,4,0,35,0,25.697,0
3,98,5834,1,2,87,1,191.51,1
3,98,5834,2,0,69,0,63.765,1
3,98,5834,3,0,88.5,0,83.388,1
3,98,5834,4,2,81,1,47.019,1
3,98,6801,1,0,162.5,0,158.44,0
3,98,6801,2,0,45,0,40.664,0
3,98,6801,3,0,65,0,61.086,0
3,98,6801,4,2,27.5,1,128.55,0
3,99,2241,1,0,229,0,229.69,0
3,99,2241,2,0,48.5,0,43.006,0
3,99,2241,3,0,72,0,66.821,0
3,99,2241,4,0,26.5,0,18.399,0
3,99,5754,1,0,114,0,108.89,0
3,99,5754,2,0,36,0,30.516,0
3,99,5754,3,0,68.5,0,63.153,0
3,99,5754,4,2,8,1,33.394,0
3,99,7042,1,0,168.5,0,199.98,0
3,99,7042,2,0,165.5,0,160.44,0
3,99,7042,3,2,15.5,1,108.78,0
3,99,7042,4,0,67,0,55.058,0
3,100,2241,1,2,13,1,229.69,0
3,100,2241,2,0,48.5,0,43.006,0
3,100,2241,3,2,25.5,1,66.821,0
3,100,2241,4,0,26.5,0,18.399,0
3,100,3907,1,2,13.5,1,278.96,1
3,100,3907,2,2,16,1,81.143,1
3,100,3907,3,0,54,0,48.94,1
3,100,3907,4,2,120,1,12.064,1
3,100,8864,1,0,296,0,294.51,1
3,100,8864,2,2,41,1,51.151,1
3,100,8864,3,0,43,0,37.675,1
3,100,8864,4,0,133,0,27.719,1
4,1,2276,1,2,13,1,175.29,1
4,1,2276,2,0,43.5,0,52.36,1
4,1,2276,3,0,76,0,70.952,1
4,1,2276,4,0,164.5,0,16.267,1
4,1,4399,1,2,204.5,1,214.21,1
4,1,4399,2,0,51.5,0,46.374,1
4,1,4399,3,0,55,0,49.501,1
4,1,4399,4,0,188,0,25.826,1
4,1,5834,1,0,197,0,191.51,1
4,1,5834,2,2,33.5,1,63.765,1
4,1,5834,3,0,88.5,0,83.388,1
4,1,5834,4,0,157.5,0,47.019,1
4,2,2241,1,2,37.5,1,229.69,0
4,2,2241,2,0,48.5,0,43.006,0
4,2,2241,3,0,72,0,66.821,0
4,2,2241,4,0,26.5,0,18.399,0
4,2,6801,1,0,162.5,0,158.44,0
4,2,6801,2,0,45,0,40.664,0
4,2,6801,3,2,38.5,1,61.086,0
4,2,6801,4,2,11.5,1,128.55,0
4,2,8004,1,0,163.5,0,162.52,1
4,2,8004,2,0,137.5,0,132.04,1
4,2,8004,3,0,68,0,62.607,1
4,2,8004,4,0,126,0,20.645,1
4,3,3907,1,0,284,0,278.96,1
4,3,3907,2,0,86,0,81.143,1
4,3,3907,3,0,54,0,48.94,1
4,3,3907,4,0,120.5,0,12.064,1
4,3,8521,1,2,79.5,1,231.75,0
4,3,8521,2,0,159,0,153.7,0
4,3,8521,3,0,117,0,111.83,0
4,3,8521,4,0,97.5,0,83.497,0
4,3,8989,1,2,119,1,425.11,1
4,3,8989,2,0,156.5,0,151.39,1
4,3,8989,3,0,166.5,0,161.14,1
4,3,8989,4,0,224,0,11.83,1
4,4,1181,1,0,150.5,0,145.7,0
4,4,1181,2,0,67,0,61.832,0
4,4,1181,3,2,55,1,78.593,0
4,4,1181,4,0,40,0,30.482,0
4,4,4105,1,0,281,2,275.99,1
4,4,4105,2,0,59.5,0,55.966,1
4,4,4105,3,0,52,0,48.229,1
4,4,4105,4,0,167,0,12.582,1
4,4,5754,1,2,12,1,108.89,0
4,4,5754,2,2,22,1,30.516,0
4,4,5754,3,0,68.5,0,63.153,0
4,4,5754,4,0,44,0,33.394,0
4,5,5754,1,2,39.5,1,108.89,0
4,5,5754,2,0,36,0,30.516,0
4,5,5754,3,0,68.5,0,63.153,0
4,5,5754,4,2,8.5,1,33.394,0
4,5,7194,1,2,18,1,111.81,0
4,5,7194,2,0,57.5,0,52.19,0
4,5,7194,3,0,76,0,70.545,0
4,5,7194,4,2,13.5,1,35.919,0
4,5,8431,1,0,135,0,129.99,0
4,5,8431,2,0,44.5,0,39.059,0
4,5,8431,3,0,131,0,138.04,0
4,5,8431,4,0,49.5,0,39.542,0
4,6,1870,1,2,76.5,1,223.74,1
4,6,1870,2,2,46.5,1,63.257,1
4,6,1870,3,0,147,0,154.28,1
4,6,1870,4,0,180,0,16.458,1
4,6,3472,1,2,147.5,1,144.01,0
4,6,3472,2,0,41,0,47.274,0
4,6,3472,3,0,103,0,113.31,0
4,6,3472,4,2,30.5,1,48.932,0
4,6,4399,1,2,164,1,214.21,1
4,6,4399,2,0,51.5,0,46.374,1
4,6,4399,3,0,55,0,49.501,1
4,6,4399,4,0,188,0,25.826,1
4,7,2652,1,2,9,1,318.52,1
4,7,2652,2,0,23,0,30.292,1
4,7,2652,3,0,159,0,153.93,1
4,7,2652,4,0,130.5,0,5.48,1
4,7,5754,1,0,114,0,108.89,0
4,7,5754,2,0,36,0,30.516,0
4,7,5754,3,0,68.5,0,63.153,0
4,7,5754,4,0,44,0,33.394,0
4,7,8521,1,2,68,1,231.75,0
4,7,8521,2,0,159,0,153.7,0
4,7,8521,3,0,117,0,111.83,0
4,7,8521,4,0,97.5,0,83.497,0
4,8,1418,1,2,214,1,236.77,0
4,8,1418,2,2,78.5,1,79.532,0
4,8,1418,3,0,280.5,0,275.09,0
4,8,1418,4,2,37,1,67.384,0
4,8,7667,1,2,196,1,205.14,0
4,8,7667,2,2,63.5,1,61.519,0
4,8,7667,3,0,148,0,142.57,0
4,8,7667,4,0,50.5,0,40.524,0
4,8,8414,1,2,75,1,199.13,1
4,8,8414,2,0,37.5,0,32.526,1
4,8,8414,3,0,71,0,65.974,1
4,8,8414,4,0,130.5,0,12.906,1
4,9,1870,1,2,78,1,223.74,1
4,9,1870,2,0,68.5,0,63.257,1
4,9,1870,3,0,147,0,154.28,1
4,9,1870,4,0,180,0,16.458,1
4,9,4774,1,1,112,1,253.6,0
4,9,4774,2,0,44,0,56.349,0
4,9,4774,3,0,67.5,0,79.836,0
4,9,4774,4,0,35,0,25.697,0
4,9,8989,1,2,343.5,1,425.11,1
4,9,8989,2,0,156.5,0,151.39,1
4,9,8989,3,0,166.5,0,161.14,1
4,9,8989,4,0,224,0,11.83,1
4,10,3088,1,2,72,1,181.31,1
4,10,3088,2,0,30,0,31.37,1
4,10,3088,3,0,157.5,2,153.38,1
4,10,3088,4,0,102.5,0,7.412,1
4,10,7042,1,2,116.5,1,199.98,0
4,10,7042,2,0,165.5,0,160.44,0
4,10,7042,3,2,13.5,1,108.78,0
4,10,7042,4,0,67,0,55.058,0
4,10,7194,1,0,115.5,0,111.81,0
4,10,7194,2,0,57.5,0,52.19,0
4,10,7194,3,0,76,0,70.545,0
4,10,7194,4,0,45.5,0,35.919,0
4,11,6801,1,2,105,1,158.44,0
4,11,6801,2,0,45,0,40.664,0
4,11,6801,3,0,65,0,61.086,0
4,11,6801,4,2,16,1,128.55,0
4,11,7042,1,2,29,1,199.98,0
4,11,7042,2,2,112,1,160.44,0
4,11,7042,3,0,114,0,108.78,0
4,11,7042,4,0,67,0,55.058,0
4,11,7194,1,0,115.5,0,111.81,0
4,11,7194,2,0,57.5,0,52.19,0
4,11,7194,3,0,76,0,70.545,0
4,11,7194,4,2,14,1,35.919,0
4,12,1251,1,2,10.5,1,212.55,0
4,12,1251,2,0,55,0,71.126,0
4,12,1251,3,0,81.5,0,76.031,0
4,12,1251,4,2,18.5,1,55.286,0
4,12,5754,1,2,94.5,1,108.89,0
4,12,5754,2,2,10,1,30.516,0
4,12,5754,3,0,68.5,0,63.153,0
4,12,5754,4,2,14.5,1,33.394,0
4,12,8521,1,2,71.5,1,231.75,0
4,12,8521,2,2,32,1,153.7,0
4,12,8521,3,0,117,0,111.83,0
4,12,8521,4,0,97.5,0,83.497,0
4,13,3907,1,2,81.5,1,278.96,1
4,13,3907,2,0,86,0,81.143,1
4,13,3907,3,0,54,0,48.94,1
4,13,3907,4,0,120.5,0,12.064,1
4,13,8431,1,0,135,0,129.99,0
4,13,8431,2,0,44.5,0,39.059,0
4,13,8431,3,0,131,0,138.04,0
4,13,8431,4,0,49.5,0,39.542,0
4,14,3472,1,2,37,1,144.01,0
4,14,3472,2,0,41,0,47.274,0
4,14,3472,3,0,103,0,113.31,0
4,14,3472,4,0,59.5,0,48.932,0
4,14,4105,1,2,99,1,275.99,1
4,14,4105,2,0,59.5,0,55.966,1
4,14,4105,3,0,52,0,48.229,1
4,14,4105,4,0,167,0,12.582,1
4,14,7042,1,0,168.5,0,199.98,0
4,14,7042,2,0,165.5,0,160.44,0
4,14,7042,3,2,15.5,1,108.78,0
4,14,7042,4,0,67,0,55.058,0
4,15,2241,1,0,229,2,229.69,0
4,15,2241,2,0,48.5,0,43.006,0
4,15,2241,3,2,32,1,66.821,0
4,15,2241,4,0,26.5,0,18.399,0
4,15,4105,1,0,281,2,275.99,1
4,15,4105,2,0,59.5,0,55.966,1
4,15,4105,3,0,52,0,48.229,1
4,15,4105,4,0,167,0,12.582,1
4,15,8004,1,0,163.5,0,162.52,1
4,15,8004,2,0,137.5,0,132.04,1
4,15,8004,3,0,68,0,62.607,1
4,15,8004,4,0,126,0,20.645,1
4,16,2276,1,2,60.5,1,175.29,1
4,16,2276,2,0,43.5,0,52.36,1
4,16,2276,3,0,76,0,70.952,1
4,16,2276,4,2,26.5,1,16.267,1
4,16,8004,1,0,163.5,0,162.52,1
4,16,8004,2,0,137.5,0,132.04,1
4,16,8004,3,2,11.5,1,62.607,1
4,16,8004,4,2,27.5,1,20.645,1
4,16,8431,1,0,135,0,129.99,0
4,16,8431,2,0,44.5,0,39.059,0
4,16,8431,3,0,131,0,138.04,0
4,16,8431,4,2,10,1,39.542,0
4,17,3472,1,0,149.5,0,144.01,0
4,17,3472,2,0,41,0,47.274,0
4,17,3472,3,0,103,0,113.31,0
4,17,3472,4,0,59.5,0,48.932,0
4,17,5754,1,0,114,0,108.89,0
4,17,5754,2,0,36,0,30.516,0
4,17,5754,3,0,68.5,0,63.153,0
4,17,5754,4,0,44,0,33.394,0
4,17,8431,1,0,135,0,129.99,0
4,17,8431,2,0,44.5,0,39.059,0
4,17,8431,3,0,131,0,138.04,0
4,17,8431,4,0,49.5,0,39.542,0
4,18,1418,1,2,117,1,236.77,0
4,18,1418,2,2,31.5,1,79.532,0
4,18,1418,3,0,280.5,0,275.09,0
4,18,1418,4,2,9,1,67.384,0
4,18,7667,1,0,210.5,0,205.14,0
4,18,7667,2,0,67,0,61.519,0
4,18,7667,3,0,148,0,142.57,0
4,18,7667,4,2,18,1,40.524,0
4,18,8989,1,2,321.5,1,425.11,1
4,18,8989,2,0,156.5,0,151.39,1
4,18,8989,3,0,166.5,0,161.14,1
4,18,8989,4,0,224,0,11.83,1
4,19,2652,1,2,145,1,318.52,1
4,19,2652,2,0,23,0,30.292,1
4,19,2652,3,0,159,0,153.93,1
4,19,2652,4,0,130.5,0,5.48,1
4,19,3907,1,2,11,1,278.96,1
4,19,3907,2,0,86,0,81.143,1
4,19,3907,3,0,54,0,48.94,1
4,19,3907,4,0,120.5,0,12.064,1
4,19,8414,1,2,84,1,199.13,1
4,19,8414,2,0,37.5,0,32.526,1
4,19,8414,3,0,71,0,65.974,1
4,19,8414,4,0,130.5,0,12.906,1
4,20,4105,1,2,83,1,275.99,1
4,20,4105,2,0,59.5,0,55.966,1
4,20,4105,3,2,30.5,1,48.229,1
4,20,4105,4,0,167,0,12.582,1
4,20,4399,1,0,219.5,0,214.21,1
4,20,4399,2,0,51.5,0,46.374,1
4,20,4399,3,0,55,0,49.501,1
4,20,4399,4,0,188,0,25.826,1
4,20,8004,1,0,163.5,0,162.52,1
4,20,8004,2,0,137.5,0,132.04,1
4,20,8004,3,2,8,1,62.607,1
4,20,8004,4,2,28.5,1,20.645,1
4,21,2241,1,0,229,0,229.69,0
4,21,2241,2,0,48.5,0,43.006,0
4,21,2241,3,2,11,1,66.821,0
4,21,2241,4,0,26.5,0,18.399,0
4,21,2652,1,0,324,0,318.52,1
4,21,2652,2,0,23,0,30.292,1
4,21,2652,3,0,159,0,153.93,1
4,21,2652,4,0,130.5,0,5.48,1
4,21,3472,1,0,149.5,0,144.01,0
4,21,3472,2,0,41,0,47.274,0
4,21,3472,3,0,103,0,113.31,0
4,21,3472,4,2,49,1,48.932,0
4,22,2276,1,0,180.5,0,175.29,1
4,22,2276,2,0,43.5,0,52.36,1
4,22,2276,3,0,76,0,70.952,1
4,22,2276,4,0,164.5,0,16.267,1
4,22,6400,1,0,178.5,0,173.4,0
4,22,6400,2,0,57,0,89.609,0
4,22,6400,3,2,73.5,1,171.83,0
4,22,6400,4,2,19,1,46.471,0
4,22,8414,1,2,142.5,1,199.13,1
4,22,8414,2,0,37.5,0,32.526,1
4,22,8414,3,0,71,0,65.974,1
4,22,8414,4,0,130.5,0,12.906,1
4,23,4399,1,0,219.5,0,214.21,1
4,23,4399,2,0,51.5,0,46.374,1
4,23,4399,3,0,55,0,49.501,1
4,23,4399,4,0,188,0,25.826,1
4,23,7667,1,0,210.5,0,205.14,0
4,23,7667,2,0,67,0,61.519,0
4,23,7667,3,0,148,0,142.57,0
4,23,7667,4,0,50.5,0,40.524,0
4,23,8864,1,0,296,0,294.51,1
4,23,8864,2,0,56.5,0,51.151,1
4,23,8864,3,2,28.5,1,37.675,1
4,23,8864,4,0,133,0,27.719,1
4,24,1600,1,0,168.5,0,163.25,0
4,24,1600,2,0,50,0,45.193,0
4,24,1600,3,0,55,0,49.757,0
4,24,1600,4,0,33.5,0,24.596,0
4,24,4399,1,2,14,1,214.21,1
4,24,4399,2,0,51.5,0,46.374,1
4,24,4399,3,0,55,0,49.501,1
4,24,4399,4,0,188,0,25.826,1
4,24,8004,1,0,163.5,0,162.52,1
4,24,8004,2,0,137.5,0,132.04,1
4,24,8004,3,0,68,0,62.607,1
4,24,8004,4,0,126,0,20.645,1
4,25,2652,1,2,155,1,318.52,1
4,25,2652,2,0,23,0,30.292,1
4,25,2652,3,2,7,1,153.93,1
4,25,2652,4,0,130.5,0,5.48,1
4,25,3088,1,0,186,0,181.31,1
4,25,3088,2,0,30,0,31.37,1
4,25,3088,3,0,157.5,0,153.38,1
4,25,3088,4,0,102.5,0,7.412,1
4,25,3907,1,0,284,0,278.96,1
4,25,3907,2,2,30.5,1,81.143,1
4,25,3907,3,0,54,0,48.94,1
4,25,3907,4,0,120.5,0,12.064,1
4,26,7042,1,2,135.5,1,199.98,0
4,26,7042,2,0,165.5,0,160.44,0
4,26,7042,3,0,114,0,108.78,0
4,26,7042,4,0,67,0,55.058,0
4,26,7194,1,0,115.5,0,111.81,0
4,26,7194,2,0,57.5,0,52.19,0
4,26,7194,3,0,76,0,70.545,0
4,26,7194,4,0,45.5,0,35.919,0
4,26,7667,1,0,210.5,2,205.14,0
4,26,7667,2,2,24,1,61.519,0
4,26,7667,3,0,148,0,142.57,0
4,26,7667,4,2,7,1,40.524,0
4,27,6400,1,2,7.5,1,173.4,0
4,27,6400,2,0,57,0,89.609,0
4,27,6400,3,2,114,1,171.83,0
4,27,6400,4,0,58,0,46.471,0
4,27,8414,1,2,87.5,1,199.13,1
4,27,8414,2,0,37.5,0,32.526,1
4,27,8414,3,0,71,0,65.974,1
4,27,8414,4,0,130.5,0,12.906,1
4,27,8989,1,0,421,2,425.11,1
4,27,8989,2,0,156.5,0,151.39,1
4,27,8989,3,0,166.5,0,161.14,1
4,27,8989,4,2,107,1,11.83,1
4,28,1418,1,2,16,1,236.77,0
4,28,1418,2,0,85,0,79.532,0
4,28,1418,3,0,280.5,0,275.09,0
4,28,1418,4,2,11.5,1,67.384,0
4,28,2652,1,2,45,1,318.52,1
4,28,2652,2,0,23,0,30.292,1
4,28,2652,3,2,10,1,153.93,1
4,28,2652,4,0,130.5,0,5.48,1
4,28,7667,1,0,210.5,0,205.14,0
4,28,7667,2,0,67,0,61.519,0
4,28,7667,3,0,148,0,142.57,0
4,28,7667,4,0,50.5,0,40.524,0
4,29,1181,1,2,113,1,145.7,0
4,29,1181,2,0,67,0,61.832,0
4,29,1181,3,0,62.5,0,78.593,0
4,29,1181,4,0,40,0,30.482,0
4,29,7042,1,2,20.5,1,199.98,0
4,29,7042,2,2,117.5,1,160.44,0
4,29,7042,3,0,114,0,108.78,0
4,29,7042,4,0,67,0,55.058,0
4,29,7194,1,0,115.5,0,111.81,0
4,29,7194,2,2,10,1,52.19,0
4,29,7194,3,0,76,0,70.545,0
4,29,7194,4,0,45.5,0,35.919,0
4,30,5754,1,2,8.5,1,108.89,0
4,30,5754,2,0,36,0,30.516,0
4,30,5754,3,0,68.5,0,63.153,0
4,30,5754,4,0,44,0,33.394,0
4,30,6400,1,2,78.5,1,173.4,0
4,30,6400,2,0,57,0,89.609,0
4,30,6400,3,0,177,0,171.83,0
4,30,6400,4,0,58,0,46.471,0
4,30,8431,1,0,135,0,129.99,0
4,30,8431,2,0,44.5,0,39.059,0
4,30,8431,3,0,131,0,138.04,0
4,30,8431,4,0,49.5,0,39.542,0
4,31,2276,1,2,9,1,175.29,1
4,31,2276,2,0,43.5,0,52.36,1
4,31,2276,3,0,76,0,70.952,1
4,31,2276,4,0,164.5,0,16.267,1
4,31,7623,1,2,82,1,268.79,1
4,31,7623,2,2,44,1,64.163,1
4,31,7623,3,0,59.5,0,54.231,1
4,31,7623,4,0,171,0,10.046,1
4,31,8989,1,0,421,0,425.11,1
4,31,8989,2,0,156.5,0,151.39,1
4,31,8989,3,2,106.5,1,161.14,1
4,31,8989,4,2,102,1,11.83,1
4,32,1251,1,0,206.5,0,212.55,0
4,32,1251,2,0,55,0,71.126,0
4,32,1251,3,0,81.5,0,76.031,0
4,32,1251,4,2,13.5,1,55.286,0
4,32,3472,1,2,76,1,144.01,0
4,32,3472,2,0,41,0,47.274,0
4,32,3472,3,0,103,0,113.31,0
4,32,3472,4,0,59.5,0,48.932,0
4,32,4774,1,1,112,1,253.6,0
4,32,4774,2,0,44,0,56.349,0
4,32,4774,3,0,67.5,0,79.836,0
4,32,4774,4,0,35,0,25.697,0
4,33,8004,1,2,10.5,1,162.52,1
4,33,8004,2,0,137.5,0,132.04,1
4,33,8004,3,2,12.5,1,62.607,1
4,33,8004,4,2,35.5,1,20.645,1
4,33,8414,1,0,203.5,0,199.13,1
4,33,8414,2,0,37.5,0,32.526,1
4,33,8414,3,0,71,0,65.974,1
4,33,8414,4,0,130.5,0,12.906,1
4,33,8431,1,0,135,0,129.99,0
4,33,8431,2,0,44.5,0,39.059,0
4,33,8431,3,0,131,0,138.04,0
4,33,8431,4,0,49.5,0,39.542,0
4,34,1251,1,2,76.5,1,212.55,0
4,34,1251,2,0,55,0,71.126,0
4,34,1251,3,0,81.5,0,76.031,0
4,34,1251,4,2,11.5,1,55.286,0
4,34,8414,1,2,11,1,199.13,1
4,34,8414,2,0,37.5,0,32.526,1
4,34,8414,3,0,71,0,65.974,1
4,34,8414,4,0,130.5,0,12.906,1
4,34,8521,1,0,237,0,231.75,0
4,34,8521,2,2,44.5,1,153.7,0
4,34,8521,3,0,117,0,111.83,0
4,34,8521,4,0,97.5,0,83.497,0
4,35,1251,1,2,202,1,212.55,0
4,35,1251,2,0,55,0,71.126,0
4,35,1251,3,0,81.5,0,76.031,0
4,35,1251,4,2,10.5,1,55.286,0
4,35,2652,1,2,142.5,1,318.52,1
4,35,2652,2,0,23,0,30.292,1
4,35,2652,3,2,7,1,153.93,1
4,35,2652,4,0,130.5,0,5.48,1
4,35,8431,1,0,135,0,129.99,0
4,35,8431,2,0,44.5,0,39.059,0
4,35,8431,3,0,131,0,138.04,0
4,35,8431,4,0,49.5,0,39.542,0
4,36,3907,1,2,108.5,1,278.96,1
4,36,3907,2,2,15,1,81.143,1
4,36,3907,3,0,54,0,48.94,1
4,36,3907,4,0,120.5,0,12.064,1
4,36,5834,1,0,197,0,191.51,1
4,36,5834,2,0,69,0,63.765,1
4,36,5834,3,0,88.5,0,83.388,1
4,36,5834,4,0,157.5,0,47.019,1
4,36,8414,1,2,154.5,1,199.13,1
4,36,8414,2,0,37.5,0,32.526,1
4,36,8414,3,0,71,0,65.974,1
4,36,8414,4,0,130.5,0,12.906,1
4,37,3472,1,2,72,1,144.01,0
4,37,3472,2,0,41,0,47.274,0
4,37,3472,3,0,103,0,113.31,0
4,37,3472,4,2,54.5,1,48.932,0
4,37,5834,1,0,197,0,191.51,1
4,37,5834,2,0,69,0,63.765,1
4,37,5834,3,0,88.5,0,83.388,1
4,37,5834,4,0,157.5,0,47.019,1
4,37,7623,1,2,88,1,268.79,1
4,37,7623,2,0,69.5,0,64.163,1
4,37,7623,3,0,59.5,0,54.231,1
4,37,7623,4,0,171,0,10.046,1
4,38,6400,1,0,178.5,0,173.4,0
4,38,6400,2,0,57,0,89.609,0
4,38,6400,3,0,177,0,171.83,0
4,38,6400,4,0,58,0,46.471,0
4,38,7667,1,0,210.5,0,205.14,0
4,38,7667,2,0,67,0,61.519,0
4,38,7667,3,0,148,0,142.57,0
4,38,7667,4,0,50.5,0,40.524,0
4,38,8989,1,2,216,1,425.11,1
4,38,8989,2,0,156.5,0,151.39,1
4,38,8989,3,0,166.5,0,161.14,1
4,38,8989,4,0,224,0,11.83,1
4,39,5754,1,0,114,0,108.89,0
4,39,5754,2,0,36,0,30.516,0
4,39,5754,3,0,68.5,0,63.153,0
4,39,5754,4,2,14,1,33.394,0
4,39,8414,1,2,10.5,1,199.13,1
4,39,8414,2,0,37.5,0,32.526,1
4,39,8414,3,0,71,0,65.974,1
4,39,8414,4,0,130.5,0,12.906,1
4,39,8989,1,0,421,0,425.11,1
4,39,8989,2,0,156.5,0,151.39,1
4,39,8989,3,0,166.5,0,161.14,1
4,39,8989,4,0,224,0,11.83,1
4,40,3472,1,2,78,1,144.01,0
4,40,3472,2,0,41,0,47.274,0
4,40,3472,3,0,103,0,113.31,0
4,40,3472,4,0,59.5,0,48.932,0
4,40,6400,1,2,98.5,1,173.4,0
4,40,6400,2,0,57,0,89.609,0
4,40,6400,3,0,177,0,171.83,0
4,40,6400,4,0,58,0,46.471,0
4,40,7042,1,0,168.5,0,199.98,0
4,40,7042,2,0,165.5,0,160.44,0
4,40,7042,3,0,114,0,108.78,0
4,40,7042,4,0,67,0,55.058,0
4,41,1181,1,2,46.5,1,145.7,0
4,41,1181,2,0,67,0,61.832,0
4,41,1181,3,2,37,1,78.593,0
4,41,1181,4,0,40,0,30.482,0
4,41,3088,1,2,81.5,1,181.31,1
4,41,3088,2,0,30,0,31.37,1
4,41,3088,3,0,157.5,0,153.38,1
4,41,3088,4,0,102.5,0,7.412,1
4,41,7194,1,2,98.5,1,111.81,0
4,41,7194,2,0,57.5,0,52.19,0
4,41,7194,3,0,76,0,70.545,0
4,41,7194,4,2,9,1,35.919,0
4,42,5834,1,0,197,0,191.51,1
4,42,5834,2,0,69,0,63.765,1
4,42,5834,3,0,88.5,0,83.388,1
4,42,5834,4,0,157.5,2,47.019,1
4,42,7194,1,2,104,1,111.81,0
4,42,7194,2,2,11.5,1,52.19,0
4,42,7194,3,0,76,0,70.545,0
4,42,7194,4,0,45.5,0,35.919,0
4,42,7667,1,2,209,1,205.14,0
4,42,7667,2,2,32,1,61.519,0
4,42,7667,3,0,148,0,142.57,0
4,42,7667,4,2,22.5,1,40.524,0
4,43,3907,1,0,284,0,278.96,1
4,43,3907,2,2,30.5,1,81.143,1
4,43,3907,3,0,54,0,48.94,1
4,43,3907,4,0,120.5,0,12.064,1
4,43,5834,1,0,197,0,191.51,1
4,43,5834,2,0,69,0,63.765,1
4,43,5834,3,0,88.5,0,83.388,1
4,43,5834,4,0,157.5,0,47.019,1
4,43,6605,1,2,45,1,156.57,1
4,43,6605,2,0,49,0,45.881,1
4,43,6605,3,0,48.5,0,68.863,1
4,43,6605,4,0,169,0,160.76,1
4,44,1870,1,2,217.5,1,223.74,1
4,44,1870,2,0,68.5,0,63.257,1
4,44,1870,3,0,147,0,154.28,1
4,44,1870,4,0,180,0,16.458,1
4,44,6801,1,0,162.5,0,158.44,0
4,44,6801,2,0,45,0,40.664,0
4,44,6801,3,0,65,0,61.086,0
4,44,6801,4,2,10.5,1,128.55,0
4,44,7042,1,0,168.5,0,199.98,0
4,44,7042,2,2,134,1,160.44,0
4,44,7042,3,0,114,0,108.78,0
4,44,7042,4,2,21.5,1,55.058,0
4,45,3472,1,2,10,1,144.01,0
4,45,3472,2,0,41,0,47.274,0
4,45,3472,3,0,103,0,113.31,0
4,45,3472,4,0,59.5,0,48.932,0
4,45,4399,1,2,218,1,214.21,1
4,45,4399,2,0,51.5,0,46.374,1
4,45,4399,3,0,55,0,49.501,1
4,45,4399,4,0,188,0,25.826,1
4,45,6400,1,0,178.5,0,173.4,0
4,45,6400,2,0,57,0,89.609,0
4,45,6400,3,0,177,0,171.83,0
4,45,6400,4,2,8.5,1,46.471,0
4,46,3088,1,0,186,0,181.31,1
4,46,3088,2,0,30,0,31.37,1
4,46,3088,3,0,157.5,0,153.38,1
4,46,3088,4,0,102.5,0,7.412,1
4,46,3907,1,2,187,1,278.96,1
4,46,3907,2,2,78.5,1,81.143,1
4,46,3907,3,0,54,0,48.94,1
4,46,3907,4,0,120.5,0,12.064,1
4,46,6400,1,2,47.5,1,173.4,0
4,46,6400,2,0,57,0,89.609,0
4,46,6400,3,0,177,0,171.83,0
4,46,6400,4,2,17.5,1,46.471,0
4,47,1251,1,0,206.5,0,212.55,0
4,47,1251,2,0,55,0,71.126,0
4,47,1251,3,0,81.5,0,76.031,0
4,47,1251,4,0,66,0,55.286,0
4,47,7623,1,2,52,1,268.79,1
4,47,7623,2,0,69.5,0,64.163,1
4,47,7623,3,0,59.5,0,54.231,1
4,47,7623,4,0,171,0,10.046,1
4,47,8004,1,2,11,1,162.52,1
4,47,8004,2,0,137.5,0,132.04,1
4,47,8004,3,2,9.5,1,62.607,1
4,47,8004,4,0,126,0,20.645,1
4,48,6400,1,0,178.5,0,173.4,0
4,48,6400,2,0,57,0,89.609,0
4,48,6400,3,0,177,0,171.83,0
4,48,6400,4,2,11.5,1,46.471,0
4,48,7194,1,0,115.5,0,111.81,0
4,48,7194,2,2,9,1,52.19,0
4,48,7194,3,0,76,0,70.545,0
4,48,7194,4,2,12,1,35.919,0
4,48,8521,1,2,110.5,1,231.75,0
4,48,8521,2,2,134.5,1,153.7,0
4,48,8521,3,0,117,0,111.83,0
4,48,8521,4,2,33.5,1,83.497,0
4,49,1251,1,2,48.5,1,212.55,0
4,49,1251,2,0,55,0,71.126,0
4,49,1251,3,2,31,1,76.031,0
4,49,1251,4,0,66,0,55.286,0
4,49,8431,1,0,135,0,129.99,0
4,49,8431,2,0,44.5,0,39.059,0
4,49,8431,3,0,131,0,138.04,0
4,49,8431,4,0,49.5,0,39.542,0
4,49,8521,1,2,8.5,1,231.75,0
4,49,8521,2,2,93,1,153.7,0
4,49,8521,3,2,115,1,111.83,0
4,49,8521,4,2,12,1,83.497,0
4,50,4105,1,0,281,0,275.99,1
4,50,4105,2,0,59.5,0,55.966,1
4,50,4105,3,0,52,0,48.229,1
4,50,4105,4,0,167,0,12.582,1
4,50,4399,1,2,81,1,214.21,1
4,50,4399,2,0,51.5,0,46.374,1
4,50,4399,3,0,55,0,49.501,1
4,50,4399,4,0,188,0,25.826,1
4,50,8521,1,2,104.5,1,231.75,0
4,50,8521,2,0,159,0,153.7,0
4,50,8521,3,0,117,0,111.83,0
4,50,8521,4,0,97.5,0,83.497,0
4,51,1181,1,0,150.5,0,145.7,0
4,51,1181,2,0,67,0,61.832,0
4,51,1181,3,0,62.5,0,78.593,0
4,51,1181,4,0,40,0,30.482,0
4,51,1870,1,2,11.5,1,223.74,1
4,51,1870,2,0,68.5,0,63.257,1
4,51,1870,3,0,147,0,154.28,1
