strategy,run,pid,condition,whichrobot,timesec,success,expTime,c4flag
2,51,4105,1,2,201,1,275.99,1
2,51,4105,2,0,59.5,0,55.966,1
2,51,4105,3,2,36,1,48.229,1
2,51,4105,4,2,107,1,12.582,1
2,51,6801,1,2,89,1,158.44,0
2,51,6801,2,0,45,0,40.664,0
2,51,6801,3,2,53.5,1,61.086,0
2,51,6801,4,0,142.5,0,128.55,0
2,52,4399,1,2,206,1,214.21,1
2,52,4399,2,2,48,1,46.374,1
2,52,4399,3,0,55,0,49.501,1
2,52,4399,4,0,188,0,25.826,1
2,52,5834,1,2,100,1,191.51,1
2,52,5834,2,0,69,0,63.765,1
2,52,5834,3,0,88.5,0,83.388,1
2,52,5834,4,0,157.5,0,47.019,1
2,52,7194,1,0,115.5,0,111.81,0
2,52,7194,2,2,15,1,52.19,0
2,52,7194,3,0,76,0,70.545,0
2,52,7194,4,2,36,1,35.919,0
2,53,1418,1,0,238.5,0,236.77,0
2,53,1418,2,0,85,0,79.532,0
2,53,1418,3,0,280.5,0,275.09,0
2,53,1418,4,0,81,0,67.384,0
2,53,7042,1,2,115.5,1,199.98,0
2,53,7042,2,0,165.5,0,160.44,0
2,53,7042,3,0,114,0,108.78,0
2,53,7042,4,0,67,0,55.058,0
2,53,8864,1,2,281,1,294.51,1
2,53,8864,2,0,56.5,0,51.151,1
2,53,8864,3,0,43,0,37.675,1
2,53,8864,4,0,133,0,27.719,1
2,54,4774,1,1,112,1,253.6,0
2,54,4774,2,0,44,0,56.349,0
2,54,4774,3,0,67.5,0,79.836,0
2,54,4774,4,0,35,0,25.697,0
2,54,8521,1,0,237,0,231.75,0
2,54,8521,2,0,159,0,153.7,0
2,54,8521,3,0,117,0,111.83,0
2,54,8521,4,0,97.5,0,83.497,0
2,54,8864,1,0,296,0,294.51,1
2,54,8864,2,0,56.5,0,51.151,1
2,54,8864,3,0,43,0,37.675,1
2,54,8864,4,0,133,0,27.719,1
2,55,3907,1,2,105,1,278.96,1
2,55,3907,2,2,84,1,81.143,1
2,55,3907,3,0,54,0,48.94,1
2,55,3907,4,0,120.5,0,12.064,1
2,55,4105,1,2,17,1,275.99,1
2,55,4105,2,0,59.5,0,55.966,1
2,55,4105,3,2,29.5,1,48.229,1
2,55,4105,4,0,167,2,12.582,1
2,55,8431,1,0,135,0,129.99,0
2,55,8431,2,0,44.5,0,39.059,0
2,55,8431,3,0,131,0,138.04,0
2,55,8431,4,0,49.5,0,39.542,0
2,56,6801,1,2,100.5,1,158.44,0
2,56,6801,2,0,45,0,40.664,0
2,56,6801,3,0,65,0,61.086,0
2,56,6801,4,2,13,1,128.55,0
2,56,8414,1,2,75.5,1,199.13,1
2,56,8414,2,0,37.5,0,32.526,1
2,56,8414,3,0,71,0,65.974,1
2,56,8414,4,0,130.5,0,12.906,1
2,56,8864,1,0,296,0,294.51,1
2,56,8864,2,0,56.5,0,51.151,1
2,56,8864,3,0,43,0,37.675,1
2,56,8864,4,0,133,0,27.719,1
2,57,1870,1,2,9.5,1,223.74,1
2,57,1870,2,0,68.5,0,63.257,1
2,57,1870,3,2,96.5,1,154.28,1
2,57,1870,4,0,180,0,16.458,1
2,57,2276,1,2,50.5,1,175.29,1
2,57,2276,2,0,43.5,0,52.36,1
2,57,2276,3,0,76,0,70.952,1
2,57,2276,4,0,164.5,0,16.267,1
2,57,7667,1,0,210.5,0,205.14,0
2,57,7667,2,2,34,1,61.519,0
2,57,7667,3,0,148,0,142.57,0
2,57,7667,4,2,39.5,1,40.524,0
2,58,1870,1,2,106,1,223.74,1
2,58,1870,2,0,68.5,0,63.257,1
2,58,1870,3,0,147,0,154.28,1
2,58,1870,4,2,152,1,16.458,1
2,58,6400,1,2,160,1,173.4,0
2,58,6400,2,0,57,0,89.609,0
2,58,6400,3,0,177,0,171.83,0
2,58,6400,4,0,58,0,46.471,0
2,58,7667,1,2,123,1,205.14,0
2,58,7667,2,0,67,0,61.519,0
2,58,7667,3,0,148,0,142.57,0
2,58,7667,4,2,23,1,40.524,0
2,59,1181,1,2,126.5,1,145.7,0
2,59,1181,2,0,67,0,61.832,0
2,59,1181,3,0,62.5,0,78.593,0
2,59,1181,4,0,40,0,30.482,0
2,59,2652,1,2,147,1,318.52,1
2,59,2652,2,0,23,0,30.292,1
2,59,2652,3,0,159,0,153.93,1
2,59,2652,4,0,130.5,0,5.48,1
2,59,5834,1,0,197,0,191.51,1
2,59,5834,2,0,69,0,63.765,1
2,59,5834,3,0,88.5,0,83.388,1
2,59,5834,4,0,157.5,0,47.019,1
2,60,1418,1,2,18.5,1,236.77,0
2,60,1418,2,0,85,0,79.532,0
2,60,1418,3,0,280.5,0,275.09,0
2,60,1418,4,0,81,0,67.384,0
2,60,5754,1,0,114,0,108.89,0
2,60,5754,2,0,36,0,30.516,0
2,60,5754,3,0,68.5,0,63.153,0
2,60,5754,4,2,13,1,33.394,0
2,60,7623,1,2,255.5,1,268.79,1
2,60,7623,2,0,69.5,0,64.163,1
2,60,7623,3,0,59.5,0,54.231,1
2,60,7623,4,0,171,0,10.046,1
2,61,5834,1,0,197,2,191.51,1
2,61,5834,2,0,69,0,63.765,1
2,61,5834,3,0,88.5,0,83.388,1
2,61,5834,4,0,157.5,0,47.019,1
2,61,7042,1,0,168.5,0,199.98,0
2,61,7042,2,0,165.5,0,160.44,0
2,61,7042,3,2,14.5,1,108.78,0
2,61,7042,4,0,67,0,55.058,0
2,61,8989,1,2,160.5,1,425.11,1
2,61,8989,2,2,124,1,151.39,1
2,61,8989,3,2,153.5,1,161.14,1
2,61,8989,4,0,224,0,11.83,1
2,62,1251,1,2,146,1,212.55,0
2,62,1251,2,0,55,0,71.126,0
2,62,1251,3,0,81.5,0,76.031,0
2,62,1251,4,0,66,0,55.286,0
2,62,3472,1,2,15.5,1,144.01,0
2,62,3472,2,0,41,0,47.274,0
2,62,3472,3,0,103,0,113.31,0
2,62,3472,4,2,44,1,48.932,0
2,62,4399,1,0,219.5,0,214.21,1
2,62,4399,2,0,51.5,0,46.374,1
2,62,4399,3,0,55,0,49.501,1
2,62,4399,4,0,188,0,25.826,1
2,63,2276,1,0,180.5,0,175.29,1
2,63,2276,2,0,43.5,0,52.36,1
2,63,2276,3,0,76,0,70.952,1
2,63,2276,4,2,32,1,16.267,1
2,63,4105,1,0,281,2,275.99,1
2,63,4105,2,0,59.5,0,55.966,1
2,63,4105,3,0,52,0,48.229,1
2,63,4105,4,0,167,0,12.582,1
2,63,4399,1,2,105,1,214.21,1
2,63,4399,2,0,51.5,0,46.374,1
2,63,4399,3,0,55,0,49.501,1
2,63,4399,4,0,188,0,25.826,1
2,64,1600,1,0,168.5,0,163.25,0
2,64,1600,2,2,34,1,45.193,0
2,64,1600,3,0,55,0,49.757,0
2,64,1600,4,0,33.5,0,24.596,0
2,64,3088,1,0,186,0,181.31,1
2,64,3088,2,0,30,0,31.37,1
2,64,3088,3,2,36,1,153.38,1
2,64,3088,4,0,102.5,0,7.412,1
2,64,4774,1,1,112,1,253.6,0
2,64,4774,2,0,44,0,56.349,0
2,64,4774,3,0,67.5,0,79.836,0
2,64,4774,4,0,35,0,25.697,0
2,65,1181,1,0,150.5,0,145.7,0
2,65,1181,2,0,67,0,61.832,0
2,65,1181,3,0,62.5,0,78.593,0
2,65,1181,4,0,40,0,30.482,0
2,65,1870,1,2,95,1,223.74,1
2,65,1870,2,0,68.5,0,63.257,1
2,65,1870,3,0,147,0,154.28,1
2,65,1870,4,0,180,0,16.458,1
2,65,8414,1,0,203.5,0,199.13,1
2,65,8414,2,0,37.5,0,32.526,1
2,65,8414,3,0,71,0,65.974,1
2,65,8414,4,0,130.5,0,12.906,1
2,66,1418,1,2,15,1,236.77,0
2,66,1418,2,2,50.5,1,79.532,0
2,66,1418,3,0,280.5,0,275.09,0
2,66,1418,4,0,81,0,67.384,0
2,66,2241,1,0,229,0,229.69,0
2,66,2241,2,0,48.5,0,43.006,0
2,66,2241,3,2,10.5,1,66.821,0
2,66,2241,4,0,26.5,0,18.399,0
2,66,3472,1,2,29.5,1,144.01,0
2,66,3472,2,0,41,0,47.274,0
2,66,3472,3,0,103,0,113.31,0
2,66,3472,4,0,59.5,0,48.932,0
2,67,2276,1,2,59.5,1,175.29,1
2,67,2276,2,0,43.5,0,52.36,1
2,67,2276,3,0,76,0,70.952,1
2,67,2276,4,2,24.5,1,16.267,1
2,67,3907,1,2,10.5,1,278.96,1
2,67,3907,2,0,86,0,81.143,1
2,67,3907,3,0,54,0,48.94,1
2,67,3907,4,0,120.5,0,12.064,1
2,67,4105,1,0,281,0,275.99,1
2,67,4105,2,0,59.5,0,55.966,1
2,67,4105,3,0,52,0,48.229,1
2,67,4105,4,0,167,0,12.582,1
2,68,4105,1,0,281,0,275.99,1
2,68,4105,2,0,59.5,0,55.966,1
2,68,4105,3,0,52,0,48.229,1
2,68,4105,4,0,167,0,12.582,1
2,68,7194,1,0,115.5,0,111.81,0
2,68,7194,2,0,57.5,0,52.19,0
2,68,7194,3,0,76,0,70.545,0
2,68,7194,4,0,45.5,0,35.919,0
2,68,7667,1,2,119,1,205.14,0
2,68,7667,2,0,67,0,61.519,0
2,68,7667,3,0,148,0,142.57,0
2,68,7667,4,0,50.5,0,40.524,0
2,69,4105,1,0,281,0,275.99,1
2,69,4105,2,0,59.5,0,55.966,1
2,69,4105,3,2,26.5,1,48.229,1
2,69,4105,4,0,167,0,12.582,1
2,69,8414,1,2,97.5,1,199.13,1
2,69,8414,2,0,37.5,0,32.526,1
2,69,8414,3,0,71,0,65.974,1
2,69,8414,4,0,130.5,0,12.906,1
2,69,8864,1,0,296,0,294.51,1
2,69,8864,2,2,46.5,1,51.151,1
2,69,8864,3,0,43,0,37.675,1
2,69,8864,4,0,133,0,27.719,1
2,70,2241,1,2,198,1,229.69,0
2,70,2241,2,2,25.5,1,43.006,0
2,70,2241,3,0,72,0,66.821,0
2,70,2241,4,0,26.5,0,18.399,0
2,70,6400,1,2,46,1,173.4,0
2,70,6400,2,0,57,0,89.609,0
2,70,6400,3,2,24.5,1,171.83,0
2,70,6400,4,0,58,0,46.471,0
2,70,7623,1,0,273,0,268.79,1
2,70,7623,2,0,69.5,0,64.163,1
2,70,7623,3,0,59.5,0,54.231,1
2,70,7623,4,0,171,0,10.046,1
2,71,1600,1,0,168.5,0,163.25,0
2,71,1600,2,0,50,0,45.193,0
2,71,1600,3,2,29.5,1,49.757,0
2,71,1600,4,0,33.5,0,24.596,0
2,71,3472,1,2,54.5,1,144.01,0
2,71,3472,2,0,41,0,47.274,0
2,71,3472,3,0,103,0,113.31,0
2,71,3472,4,2,31.5,1,48.932,0
2,71,8864,1,2,216.5,1,294.51,1
2,71,8864,2,0,56.5,0,51.151,1
2,71,8864,3,0,43,0,37.675,1
2,71,8864,4,0,133,0,27.719,1
2,72,3907,1,2,131,1,278.96,1
2,72,3907,2,2,14,1,81.143,1
2,72,3907,3,0,54,0,48.94,1
2,72,3907,4,0,120.5,0,12.064,1
2,72,4774,1,2,102.5,1,253.6,0
2,72,4774,2,0,44,0,56.349,0
2,72,4774,3,0,67.5,0,79.836,0
2,72,4774,4,0,35,0,25.697,0
2,72,5754,1,0,114,0,108.89,0
2,72,5754,2,0,36,0,30.516,0
2,72,5754,3,0,68.5,0,63.153,0
2,72,5754,4,0,44,0,33.394,0
2,73,1181,1,0,150.5,0,145.7,0
2,73,1181,2,0,67,0,61.832,0
2,73,1181,3,0,62.5,0,78.593,0
2,73,1181,4,0,40,0,30.482,0
2,73,8521,1,0,237,0,231.75,0
2,73,8521,2,0,159,0,153.7,0
2,73,8521,3,0,117,0,111.83,0
2,73,8521,4,0,97.5,0,83.497,0
2,73,8864,1,2,187,1,294.51,1
2,73,8864,2,2,25,1,51.151,1
2,73,8864,3,0,43,0,37.675,1
2,73,8864,4,0,133,0,27.719,1
2,74,1600,1,2,83.5,1,163.25,0
2,74,1600,2,0,50,0,45.193,0
2,74,1600,3,2,23,1,49.757,0
2,74,1600,4,0,33.5,0,24.596,0
2,74,3907,1,0,284,0,278.96,1
2,74,3907,2,0,86,0,81.143,1
2,74,3907,3,0,54,0,48.94,1
2,74,3907,4,0,120.5,0,12.064,1
2,74,8864,1,2,149.5,1,294.51,1
2,74,8864,2,2,26,1,51.151,1
2,74,8864,3,0,43,0,37.675,1
2,74,8864,4,0,133,0,27.719,1
2,75,1418,1,2,122.5,1,236.77,0
2,75,1418,2,2,51.5,1,79.532,0
2,75,1418,3,0,280.5,0,275.09,0
2,75,1418,4,0,81,0,67.384,0
2,75,3907,1,2,46.5,1,278.96,1
2,75,3907,2,0,86,0,81.143,1
2,75,3907,3,0,54,0,48.94,1
2,75,3907,4,0,120.5,0,12.064,1
2,75,7194,1,0,115.5,0,111.81,0
2,75,7194,2,0,57.5,0,52.19,0
2,75,7194,3,0,76,0,70.545,0
2,75,7194,4,2,8.5,1,35.919,0
2,76,1870,1,0,229,0,223.74,1
2,76,1870,2,0,68.5,0,63.257,1
2,76,1870,3,0,147,0,154.28,1
2,76,1870,4,0,180,0,16.458,1
2,76,2241,1,2,41,1,229.69,0
2,76,2241,2,0,48.5,0,43.006,0
2,76,2241,3,0,72,0,66.821,0
2,76,2241,4,0,26.5,0,18.399,0
2,76,3088,1,0,186,0,181.31,1
2,76,3088,2,0,30,0,31.37,1
2,76,3088,3,2,24,1,153.38,1
2,76,3088,4,0,102.5,0,7.412,1
2,77,1870,1,0,229,0,223.74,1
2,77,1870,2,0,68.5,0,63.257,1
2,77,1870,3,0,147,0,154.28,1
2,77,1870,4,0,180,0,16.458,1
2,77,5754,1,2,80,1,108.89,0
2,77,5754,2,0,36,0,30.516,0
2,77,5754,3,0,68.5,0,63.153,0
2,77,5754,4,0,44,0,33.394,0
2,77,8414,1,2,149.5,1,199.13,1
2,77,8414,2,0,37.5,0,32.526,1
2,77,8414,3,0,71,0,65.974,1
2,77,8414,4,0,130.5,0,12.906,1
2,78,2276,1,0,180.5,0,175.29,1
2,78,2276,2,0,43.5,0,52.36,1
2,78,2276,3,0,76,0,70.952,1
2,78,2276,4,0,164.5,0,16.267,1
2,78,3088,1,2,14,1,181.31,1
2,78,3088,2,0,30,0,31.37,1
2,78,3088,3,2,139,1,153.38,1
2,78,3088,4,0,102.5,0,7.412,1
2,78,8521,1,2,124.5,1,231.75,0
2,78,8521,2,0,159,0,153.7,0
2,78,8521,3,0,117,0,111.83,0
2,78,8521,4,2,7.5,1,83.497,0
2,79,1870,1,2,42.5,1,223.74,1
2,79,1870,2,0,68.5,0,63.257,1
2,79,1870,3,0,147,0,154.28,1
2,79,1870,4,0,180,0,16.458,1
2,79,2276,1,0,180.5,0,175.29,1
2,79,2276,2,0,43.5,0,52.36,1
2,79,2276,3,0,76,0,70.952,1
2,79,2276,4,2,20,1,16.267,1
2,79,2652,1,0,324,0,318.52,1
2,79,2652,2,0,23,0,30.292,1
2,79,2652,3,0,159,0,153.93,1
2,79,2652,4,2,82,1,5.48,1
2,80,3907,1,2,173,1,278.96,1
2,80,3907,2,0,86,0,81.143,1
2,80,3907,3,0,54,0,48.94,1
2,80,3907,4,0,120.5,0,12.064,1
2,80,6801,1,2,129.5,1,158.44,0
2,80,6801,2,0,45,0,40.664,0
2,80,6801,3,0,65,0,61.086,0
2,80,6801,4,0,142.5,0,128.55,0
2,80,7042,1,0,168.5,0,199.98,0
2,80,7042,2,0,165.5,0,160.44,0
2,80,7042,3,2,12.5,1,108.78,0
2,80,7042,4,0,67,0,55.058,0
2,81,1251,1,2,14,1,212.55,0
2,81,1251,2,0,55,0,71.126,0
2,81,1251,3,2,40,1,76.031,0
2,81,1251,4,0,66,0,55.286,0
2,81,4774,1,1,112,1,253.6,0
2,81,4774,2,0,44,0,56.349,0
2,81,4774,3,0,67.5,0,79.836,0
2,81,4774,4,0,35,0,25.697,0
2,81,5754,1,2,13.5,1,108.89,0
2,81,5754,2,0,36,0,30.516,0
2,81,5754,3,0,68.5,0,63.153,0
2,81,5754,4,0,44,0,33.394,0
2,82,3088,1,2,94.5,1,181.31,1
2,82,3088,2,0,30,0,31.37,1
2,82,3088,3,0,157.5,0,153.38,1
2,82,3088,4,0,102.5,0,7.412,1
2,82,5834,1,2,15,1,191.51,1
2,82,5834,2,0,69,0,63.765,1
2,82,5834,3,0,88.5,0,83.388,1
2,82,5834,4,0,157.5,0,47.019,1
2,82,7667,1,0,210.5,0,205.14,0
2,82,7667,2,0,67,0,61.519,0
2,82,7667,3,0,148,0,142.57,0
2,82,7667,4,0,50.5,0,40.524,0
2,83,1251,1,2,64,1,212.55,0
2,83,1251,2,0,55,0,71.126,0
2,83,1251,3,0,81.5,0,76.031,0
2,83,1251,4,0,66,0,55.286,0
2,83,3472,1,2,10,1,144.01,0
2,83,3472,2,0,41,0,47.274,0
2,83,3472,3,0,103,0,113.31,0
2,83,3472,4,0,59.5,0,48.932,0
2,83,7194,1,2,53,1,111.81,0
2,83,7194,2,0,57.5,0,52.19,0
2,83,7194,3,0,76,0,70.545,0
2,83,7194,4,2,15,1,35.919,0
2,84,2241,1,0,229,0,229.69,0
2,84,2241,2,2,27,1,43.006,0
2,84,2241,3,0,72,0,66.821,0
2,84,2241,4,0,26.5,0,18.399,0
2,84,4105,1,0,281,0,275.99,1
2,84,4105,2,0,59.5,0,55.966,1
2,84,4105,3,0,52,0,48.229,1
2,84,4105,4,0,167,0,12.582,1
2,84,6801,1,0,162.5,0,158.44,0
2,84,6801,2,0,45,0,40.664,0
2,84,6801,3,2,47,1,61.086,0
2,84,6801,4,2,20.5,1,128.55,0
2,85,1870,1,2,89.5,1,223.74,1
2,85,1870,2,0,68.5,0,63.257,1
2,85,1870,3,0,147,0,154.28,1
2,85,1870,4,0,180,0,16.458,1
2,85,7194,1,2,18,1,111.81,0
2,85,7194,2,0,57.5,0,52.19,0
2,85,7194,3,0,76,0,70.545,0
2,85,7194,4,0,45.5,0,35.919,0
2,85,8414,1,0,203.5,0,199.13,1
2,85,8414,2,0,37.5,0,32.526,1
2,85,8414,3,0,71,0,65.974,1
2,85,8414,4,0,130.5,0,12.906,1
2,86,3088,1,2,92,1,181.31,1
2,86,3088,2,0,30,0,31.37,1
2,86,3088,3,0,157.5,0,153.38,1
2,86,3088,4,0,102.5,0,7.412,1
2,86,6400,1,2,103,1,173.4,0
2,86,6400,2,0,57,0,89.609,0
2,86,6400,3,2,73,1,171.83,0
2,86,6400,4,0,58,0,46.471,0
2,86,8431,1,0,135,0,129.99,0
2,86,8431,2,0,44.5,0,39.059,0
2,86,8431,3,0,131,0,138.04,0
2,86,8431,4,2,13,1,39.542,0
2,87,2241,1,0,229,0,229.69,0
2,87,2241,2,0,48.5,0,43.006,0
2,87,2241,3,0,72,0,66.821,0
2,87,2241,4,0,26.5,0,18.399,0
2,87,3907,1,0,284,0,278.96,1
2,87,3907,2,0,86,0,81.143,1
2,87,3907,3,0,54,0,48.94,1
2,87,3907,4,0,120.5,0,12.064,1
2,87,8004,1,0,163.5,0,162.52,1
2,87,8004,2,0,137.5,0,132.04,1
2,87,8004,3,2,13,1,62.607,1
2,87,8004,4,0,126,0,20.645,1
2,88,6605,1,2,57,1,156.57,1
2,88,6605,2,0,49,0,45.881,1
2,88,6605,3,0,48.5,0,68.863,1
2,88,6605,4,0,169,0,160.76,1
2,88,8431,1,0,135,0,129.99,0
2,88,8431,2,0,44.5,0,39.059,0
2,88,8431,3,0,131,0,138.04,0
2,88,8431,4,0,49.5,0,39.542,0
2,88,8864,1,2,141.5,1,294.51,1
2,88,8864,2,2,41.5,1,51.151,1
2,88,8864,3,0,43,0,37.675,1
2,88,8864,4,0,133,0,27.719,1
2,89,1418,1,0,238.5,0,236.77,0
2,89,1418,2,0,85,0,79.532,0
2,89,1418,3,0,280.5,0,275.09,0
2,89,1418,4,0,81,0,67.384,0
2,89,3472,1,2,48,1,144.01,0
2,89,3472,2,0,41,0,47.274,0
2,89,3472,3,0,103,0,113.31,0
2,89,3472,4,0,59.5,0,48.932,0
2,89,7194,1,0,115.5,0,111.81,0
2,89,7194,2,0,57.5,0,52.19,0
2,89,7194,3,0,76,0,70.545,0
2,89,7194,4,2,41.5,1,35.919,0
2,90,1181,1,0,150.5,0,145.7,0
2,90,1181,2,0,67,0,61.832,0
2,90,1181,3,0,62.5,0,78.593,0
2,90,1181,4,0,40,0,30.482,0
2,90,3088,1,0,186,0,181.31,1
2,90,3088,2,0,30,0,31.37,1
2,90,3088,3,0,157.5,0,153.38,1
2,90,3088,4,0,102.5,0,7.412,1
2,90,8431,1,0,135,0,129.99,0
2,90,8431,2,0,44.5,0,39.059,0
2,90,8431,3,0,131,0,138.04,0
2,90,8431,4,0,49.5,0,39.542,0
2,91,4774,1,2,98.5,1,253.6,0
2,91,4774,2,0,44,0,56.349,0
2,91,4774,3,0,67.5,0,79.836,0
2,91,4774,4,0,35,0,25.697,0
2,91,6400,1,2,159,1,173.4,0
2,91,6400,2,0,57,0,89.609,0
2,91,6400,3,2,132,1,171.83,0
2,91,6400,4,0,58,0,46.471,0
2,91,8864,1,0,296,0,294.51,1
2,91,8864,2,0,56.5,0,51.151,1
2,91,8864,3,0,43,0,37.675,1
2,91,8864,4,0,133,0,27.719,1
2,92,3088,1,0,186,0,181.31,1
2,92,3088,2,0,30,0,31.37,1
2,92,3088,3,0,157.5,0,153.38,1
2,92,3088,4,0,102.5,0,7.412,1
2,92,3472,1,0,149.5,0,144.01,0
2,92,3472,2,0,41,0,47.274,0
2,92,3472,3,0,103,0,113.31,0
2,92,3472,4,2,32.5,1,48.932,0
2,92,4105,1,0,281,0,275.99,1
2,92,4105,2,0,59.5,0,55.966,1
2,92,4105,3,0,52,0,48.229,1
2,92,4105,4,0,167,0,12.582,1
2,93,3472,1,0,149.5,0,144.01,0
2,93,3472,2,0,41,0,47.274,0
2,93,3472,3,0,103,0,113.31,0
2,93,3472,4,0,59.5,0,48.932,0
2,93,4105,1,2,102,1,275.99,1
2,93,4105,2,0,59.5,0,55.966,1
2,93,4105,3,2,28.5,1,48.229,1
2,93,4105,4,0,167,0,12.582,1
2,93,4399,1,2,10,1,214.21,1
2,93,4399,2,0,51.5,0,46.374,1
2,93,4399,3,0,55,0,49.501,1
2,93,4399,4,0,188,0,25.826,1
2,94,1181,1,0,150.5,0,145.7,0
2,94,1181,2,0,67,0,61.832,0
2,94,1181,3,0,62.5,0,78.593,0
2,94,1181,4,0,40,0,30.482,0
2,94,3472,1,2,13.5,1,144.01,0
2,94,3472,2,0,41,0,47.274,0
2,94,3472,3,0,103,0,113.31,0
2,94,3472,4,0,59.5,0,48.932,0
2,94,6400,1,0,178.5,0,173.4,0
2,94,6400,2,0,57,0,89.609,0
2,94,6400,3,2,34.5,1,171.83,0
2,94,6400,4,0,58,0,46.471,0
2,95,1600,1,0,168.5,0,163.25,0
2,95,1600,2,0,50,0,45.193,0
2,95,1600,3,0,55,0,49.757,0
2,95,1600,4,0,33.5,0,24.596,0
2,95,2276,1,2,10.5,1,175.29,1
2,95,2276,2,0,43.5,0,52.36,1
2,95,2276,3,0,76,0,70.952,1
2,95,2276,4,0,164.5,0,16.267,1
2,95,3907,1,2,89.5,1,278.96,1
2,95,3907,2,2,10.5,1,81.143,1
2,95,3907,3,0,54,0,48.94,1
2,95,3907,4,0,120.5,0,12.064,1
2,96,1251,1,0,206.5,0,212.55,0
2,96,1251,2,0,55,0,71.126,0
2,96,1251,3,0,81.5,0,76.031,0
2,96,1251,4,0,66,0,55.286,0
2,96,7623,1,2,16.5,1,268.79,1
2,96,7623,2,0,69.5,0,64.163,1
2,96,7623,3,2,49.5,1,54.231,1
2,96,7623,4,0,171,0,10.046,1
2,96,8989,1,2,256,1,425.11,1
2,96,8989,2,0,156.5,0,151.39,1
2,96,8989,3,0,166.5,0,161.14,1
2,96,8989,4,0,224,0,11.83,1
2,97,1600,1,2,87.5,1,163.25,0
2,97,1600,2,2,30,1,45.193,0
2,97,1600,3,0,55,0,49.757,0
2,97,1600,4,0,33.5,0,24.596,0
2,97,4105,1,0,281,0,275.99,1
2,97,4105,2,0,59.5,0,55.966,1
2,97,4105,3,0,52,0,48.229,1
2,97,4105,4,0,167,0,12.582,1
2,97,8414,1,2,104.5,1,199.13,1
2,97,8414,2,0,37.5,0,32.526,1
2,97,8414,3,0,71,0,65.974,1
2,97,8414,4,0,130.5,0,12.906,1
2,98,3088,1,0,186,0,181.31,1
2,98,3088,2,0,30,0,31.37,1
2,98,3088,3,0,157.5,0,153.38,1
2,98,3088,4,0,102.5,0,7.412,1
2,98,4105,1,2,239,1,275.99,1
2,98,4105,2,0,59.5,0,55.966,1
2,98,4105,3,0,52,0,48.229,1
2,98,4105,4,0,167,0,12.582,1
2,98,6801,1,2,106.5,1,158.44,0
2,98,6801,2,0,45,0,40.664,0
2,98,6801,3,0,65,0,61.086,0
2,98,6801,4,2,81,1,128.55,0
2,99,4399,1,0,219.5,0,214.21,1
2,99,4399,2,0,51.5,0,46.374,1
2,99,4399,3,0,55,0,49.501,1
2,99,4399,4,0,188,0,25.826,1
2,99,7667,1,0,210.5,0,205.14,0
2,99,7667,2,0,67,0,61.519,0
2,99,7667,3,0,148,0,142.57,0
2,99,7667,4,0,50.5,0,40.524,0
2,99,8414,1,2,10,1,199.13,1
2,99,8414,2,0,37.5,0,32.526,1
2,99,8414,3,0,71,0,65.974,1
2,99,8414,4,0,130.5,0,12.906,1
2,100,1418,1,0,238.5,0,236.77,0
2,100,1418,2,0,85,0,79.532,0
2,100,1418,3,0,280.5,0,275.09,0
2,100,1418,4,0,81,0,67.384,0
2,100,6801,1,0,162.5,0,158.44,0
2,100,6801,2,0,45,0,40.664,0
2,100,6801,3,0,65,0,61.086,0
2,100,6801,4,0,142.5,0,128.55,0
2,100,8989,1,2,317,1,425.11,1
2,100,8989,2,0,156.5,0,151.39,1
2,100,8989,3,0,166.5,0,161.14,1
2,100,8989,4,0,224,0,11.83,1
3,1,3088,1,0,186,0,181.31,1
3,1,3088,2,0,30,0,31.37,1
3,1,3088,3,0,157.5,0,153.38,1
3,1,3088,4,2,63.5,1,7.412,1
3,1,7042,1,0,168.5,0,199.98,0
3,1,7042,2,0,165.5,0,160.44,0
3,1,7042,3,2,9.5,1,108.78,0
3,1,7042,4,0,67,0,55.058,0
3,1,8431,1,0,135,0,129.99,0
3,1,8431,2,0,44.5,0,39.059,0
3,1,8431,3,0,131,0,138.04,0
3,1,8431,4,0,49.5,0,39.542,0
3,2,2241,1,0,229,0,229.69,0
3,2,2241,2,0,48.5,0,43.006,0
3,2,2241,3,0,72,0,66.821,0
3,2,2241,4,0,26.5,0,18.399,0
3,2,4105,1,0,281,2,275.99,1
3,2,4105,2,0,59.5,0,55.966,1
3,2,4105,3,2,26.5,1,48.229,1
3,2,4105,4,0,167,0,12.582,1
3,2,8989,1,2,418,1,425.11,1
3,2,8989,2,0,156.5,0,151.39,1
3,2,8989,3,0,166.5,0,161.14,1
3,2,8989,4,0,224,0,11.83,1
3,3,3088,1,0,186,2,181.31,1
3,3,3088,2,0,30,0,31.37,1
3,3,3088,3,2,31,1,153.38,1
3,3,3088,4,0,102.5,0,7.412,1
3,3,7667,1,2,92.5,1,205.14,0
3,3,7667,2,0,67,0,61.519,0
3,3,7667,3,0,148,0,142.57,0
3,3,7667,4,0,50.5,0,40.524,0
3,3,8521,1,0,237,0,231.75,0
3,3,8521,2,0,159,0,153.7,0
3,3,8521,3,2,47,1,111.83,0
3,3,8521,4,0,97.5,0,83.497,0
3,4,1251,1,2,177,1,212.55,0
3,4,1251,2,0,55,0,71.126,0
3,4,1251,3,0,81.5,0,76.031,0
3,4,1251,4,0,66,0,55.286,0
3,4,5834,1,2,144,1,191.51,1
3,4,5834,2,0,69,0,63.765,1
3,4,5834,3,0,88.5,0,83.388,1
