Aruco_ID,Cam_ID,Time,X,Y,Z,x_rot,y_rot,z_rot
20,0,0,0,0,0,0,0,0
20,2,0,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,0.0040132999420166016,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,0.512737512588501,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,0.9945342540740967,7.800953127468852,2.4232233535746293,1.4517210667025777,-0.017489417000859032,-0.018056960860650385,0.031876183790616866
20,2,1.4921531677246094,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,1.9774739742279053,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,2.464433431625366,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,2.9455223083496094,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,3.4297878742218018,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,3.9108760356903076,7.800953127468852,2.4232233535746293,1.4517210667025777,-0.017489417000859032,-0.018056960860650385,0.031876183790616866
20,2,4.3949480056762695,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,4.878570079803467,7.800953127468852,2.4232233535746293,1.4517210667025777,-0.017489417000859032,-0.018056960860650385,0.031876183790616866
20,2,5.326771974563599,7.794910788740247,2.41560784279428,1.469274231916605,0.7205306547785815,-0.5121544415138499,-0.14781181412745828
20,2,5.76511812210083,7.7988249765538615,2.4208780772410723,1.4569375506093527,-0.04276899505645569,-0.03915044124753317,0.03293528824580172
20,2,6.20956015586853,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,6.650423526763916,7.800953127468852,2.4232233535746293,1.4517210667025777,-0.017489417000859032,-0.018056960860650385,0.031876183790616866
20,2,7.095072031021118,7.800953127468852,2.4232233535746293,1.4517210667025777,-0.017489417000859032,-0.018056960860650385,0.031876183790616866
20,2,7.536950349807739,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,7.974185466766357,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,8.412578105926514,7.800953127468852,2.4232233535746293,1.4517210667025777,-0.017489417000859032,-0.018056960860650385,0.031876183790616866
20,2,8.857263088226318,7.800953127468852,2.4232233535746293,1.4517210667025777,-0.017489417000859032,-0.018056960860650385,0.031876183790616866
20,2,9.3137366771698,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,9.768219232559204,7.794468801591619,2.4160535703431347,1.4729696929301772,-0.038816037729378236,-0.014539865451285562,0.03333053942207206
20,2,10.205727100372314,7.800953127468852,2.4232233535746293,1.4517210667025777,-0.017489417000859032,-0.018056960860650385,0.031876183790616866
