24.646,8.5082,11.2,9.2346,0,5,7,3,4,3
25.439,7.4232,9.3686,8.861,0,7,7,4,6,4
19.992,7.1321,34.73,10.779,0,7,7,4,7,5
30.639,7.1194,9.7622,7.6621,0,7,7,1,7,7
33.785,9.8133,30.86,5.099,25.108,7,7,6,7,2
27.861,7.2425,10.943,7.7659,0,7,7,7,4,6
26.316,8.5756,11.061,6.1004,27.651,7,7,1,2,6
42.917,7.3689,32.258,3.3845,26.701,7,7,1,6,3
35.89,7.8334,27.075,3.2911,23.113,6,7,1,7,3
22.357,7.6134,20.359,6.9966,0,7,7,1,4,4
36.624,10.32,8.5988,4.1534,20.318,4,7,1,7,3
38.484,8.818,10.61,4.9732,27.006,7,7,4,7,2
31.357,7.6756,10.215,6.5895,27.246,7,5,7,7,6
35.301,8.9911,8.9979,8.0486,0,7,7,5,7,5
19.235,7.8379,8.8512,8.5237,0,7,7,1,4,4
28.018,9.4137,7.9616,6.5149,19.469,3,3,4,6,3
22.007,8.5523,20.958,7.7381,0,2,3,1,1,4
25.842,8.3301,6.4079,27.016,0.95934,7,7,4,5,3
23.011,10.559,7.7126,26.867,0,7,7,2,2,4
23.125,18.236,16.972,8.7481,0,7,7,3,5,5
21.42,9.0435,9.1257,10.018,0,7,4,1,7,4
29.172,9.0183,7.8707,3.5565,25.649,7,2,3,4,4
21.686,7.2179,14.622,11.067,0,7,7,2,2,6
22.882,22.897,9.3082,6.9009,18.767,7,7,5,7,5
27.205,5.8231,11.147,3.8599,22.499,7,7,1,7,3
23.66,8.4356,24.272,8.7753,0,6,6,2,7,4
20.653,20.223,10.143,9.9854,0,6,6,2,7,6
22.063,5.9401,11.888,3.9588,22.5,7,7,3,6,3
33.418,11.233,17.478,3.788,26.87,4,6,1,2,6
