55,50,55,55
20,10,10,15
0,0,0,0
0,0,0,0
0,0,0,0
90,25,60,25
0,0,0,0
0,0,0,0
0,0,0,0
55,25,60,0
0,0,0,0
0,0,0,0
0,0,0,0
50,0,5,0
0,0,0,0
15,10,15,15
35,50,45,10
60,10,40,45
5,0,0,0
30,40,45,40
20,5,5,0
0,0,0,0
5,0,0,0
35,30,20,30
0,0,0,0
0,0,0,0
30,30,35,10
0,0,0,0
40,5,5,45
