35,70,65,50
15,40,10,10
0,15,0,15
0,5,0,0
5,0,0,0
15,65,25,70
0,0,0,0
0,30,10,20
10,35,5,15
35,20,40,60
0,30,0,20
35,30,0,0
10,40,5,20
55,45,0,5
0,10,0,0
20,30,45,40
30,55,45,30
0,65,55,55
15,10,0,0
15,35,25,30
25,65,10,0
25,45,20,20
0,0,0,0
30,60,80,35
35,60,20,5
50,40,20,20
30,30,55,15
5,40,5,10
5,20,20,5
