0.32226,0.54478,0.392,0.275,0,5,7,3,4,3
0.45278,0.43636,0.42331,0.43182,0,7,7,4,6,4
0.51363,0.65294,0.46702,0.3642,0,7,7,4,7,5
0.38576,0.5,0.37273,0.31343,0,7,7,1,7,7
0.39738,0.29197,0.28912,0.047222,0.46111,7,7,6,7,2
0.47162,0.57732,0.42361,0.22642,0,7,7,7,4,6
0.44598,0.44828,0.36184,0.039514,0.3617,7,7,1,2,6
0.40123,0.28261,0.31761,0.015326,0.24138,7,7,1,6,3
0.36022,0.15,0.40635,0.04878,0.29268,6,7,1,7,3
0.4214,0.36585,0.28641,0.36134,0,7,7,1,4,4
0.46655,0.54651,0.36111,0.049793,0.25726,4,7,1,7,3
0.46263,0.42857,0.40385,0.032934,0.32036,7,7,4,7,2
0.43052,0.49515,0.20909,0.077128,0.31383,7,5,7,7,6
0.39768,0.22727,0.39259,0.18571,0,7,7,5,7,5
0.4386,0.40278,0.46715,0.30682,0,7,7,1,4,4
0.46193,0.39855,0.46893,0.15556,0.19683,3,3,4,6,3
0.507,0.35088,0.48023,0.39655,0,2,3,1,1,4
0.41049,0.44898,0.42268,0.40828,0.032544,7,7,4,5,3
0.39385,0.28889,0.54615,0.34035,0,7,7,2,2,4
0.46291,0.45015,0.35088,0.35075,0,7,7,3,5,5
0.30303,0.3913,0.38158,0.34066,0,7,4,1,7,4
0.45788,0.55396,0.33613,0.035088,0.28947,7,2,3,4,4
0.52732,0.41045,0.42905,0.39604,0,7,7,2,2,6
0.38838,0.39273,0.38971,0.075397,0.21032,7,7,5,7,5
0.457,0.37333,0.42254,0.049808,0.19157,7,7,1,7,3
0.28148,0.31461,0.34733,0.31313,0,6,6,2,7,4
0.58861,0.48428,0.54274,0.42051,0,6,6,2,7,6
0.59459,0.48673,0.19767,0.1391,0.17293,7,7,3,6,3
0.5677,0.57508,0.47447,0.026786,0.3192,4,6,1,2,6
