1181,80
1251,132
1418,162
1600,67
1870,50
2241,53
2276,50
2652,25
3088,30
3472,119
3907,38
4105,41
4399,69
4774,70
5754,88
5834,118
6400,116
6605,312
6801,285
7042,134
7194,91
7623,35
7667,101
8004,58
8414,41
8431,99
8521,195
8864,72
8989,39
