60,100,100,100
30,55,55,45
5,0,0,0
0,0,0,0
0,0,0,0
55,30,80,60
55,55,60,30
50,35,30,40
15,5,15,10
55,75,35,60
40,100,60,35
50,35,35,40
25,10,10,15
50,0,0,0
35,0,10,0
25,30,30,45
50,55,50,25
90,55,65,70
20,20,0,0
45,40,20,20
60,10,10,0
65,25,20,30
25,20,10,5
35,65,75,85
0,0,0,0
5,0,0,0
35,50,25,15
65,55,55,75
60,25,55,45
