4399,19,M
3907,25,M
1181,26,M
8521,,M
8989,33,M
1418,26,M
1600,26,M
2241,21,M
1251,23,F
8414,21,M
4105,20,M
2652,26,M
6400,25,F
7667,19,M
6801,23,M
6605,21,M
8004,22,M
5834,19,M
5754,,M
7194,18,M
8864,20,M
3088,19,M
7623,20,F
2276,24,F
1870,21,M
3472,19,F
8431,,M
7042,24,M
4774,24,M
7672,21,M
,,
,22.40740741,
,3.342721821,
