1181,14.06,0.6
1251,3.34,5.87
1418,3.67,6
1600,14.02,0.76
1870,2.14,1.63
2241,2.26,0.43
2276,3.01,6.08
2652,14.1,0.68
3088,14.06,1.12
3472,13.1,5.7
3907,2.05,1.05
4105,2.05,0.94
4399,14.35,0.72
4774,14.35,0.76
5754,3.34,5.96
5834,14.31,0.97
6400,3.3,5.93
6605,2.22,1.34
6801,14.1,1.25
7042,13.18,5.79
7194,3.09,5.92
7623,14.31,1.21
7667,3.34,6.04
8004,2.84,6.2
8414,2.3,1.05
8431,3.3,5.79
8521,3.63,5.83
8864,14.06,0.92
8989,14.02,0.84
