0.1168,0.097998,0.12733,0.17053,0,5,7,3,4,3
0.086104,0.11672,0.089714,0.11021,0,7,7,4,6,4
0.06964,0.070826,0.088554,0.092227,0,7,7,4,7,5
0.12894,0.11256,0.12508,0.18563,0,7,7,1,7,7
0.10015,0.11764,0.16402,0.18172,0.11571,7,7,6,7,2
0.091524,0.12493,0.12096,0.22101,0,7,7,7,4,6
0.097963,0.14314,0.10708,0.18747,0.13197,7,7,1,2,6
0.10562,0.25891,0.14977,0.25553,0.17033,7,7,1,6,3
0.15098,0.2276,0.13761,0.20699,0.18845,6,7,1,7,3
0.1061,0.1572,0.1632,0.092792,0,7,7,1,4,4
0.094488,0.081211,0.12045,0.19532,0.14656,4,7,1,7,3
0.13467,0.12587,0.16272,0.20309,0.14254,7,7,4,7,2
0.096766,0.12924,0.14037,0.13509,0.11777,7,5,7,7,6
0.111,0.1626,0.098378,0.18819,0,7,7,5,7,5
0.1254,0.16679,0.10732,0.14153,0,7,7,1,4,4
0.10427,0.095288,0.067518,0.087965,0.14472,3,3,4,6,3
0.10268,0.11065,0.090382,0.097983,0,2,3,1,1,4
0.10778,0.12993,0.11444,0.13695,0.052226,7,7,4,5,3
0.10357,0.17472,0.090857,0.14339,0,7,7,2,2,4
0.086857,0.083121,0.11382,0.10116,0,7,7,3,5,5
0.16296,0.11631,0.10628,0.17328,0,7,4,1,7,4
0.076211,0.091209,0.10161,0.19296,0.12683,7,2,3,4,4
0.089755,0.0914,0.081316,0.1435,0,7,7,2,2,6
0.099554,0.12834,0.10785,0.17129,0.15817,7,7,5,7,5
0.093653,0.14606,0.10578,0.17259,0.17413,7,7,1,7,3
0.13234,0.16226,0.14025,0.12425,0,6,6,2,7,4
0.073266,0.095549,0.064835,0.07436,0,6,6,2,7,6
0.055462,0.099068,0.18402,0.090162,0.17169,7,7,3,6,3
0.060417,0.058148,0.089262,0.18964,0.10338,4,6,1,2,6
