70,65,50,50
40,10,10,15
15,0,15,0
5,0,0,0
0,0,0,0
65,25,70,25
0,0,0,55
30,10,20,20
35,5,15,10
20,40,60,10
30,0,20,65
30,0,0,0
40,5,20,65
45,0,5,0
10,0,0,0
30,45,40,50
55,45,30,20
65,55,55,50
10,0,0,0
35,25,30,45
65,10,0,0
45,20,20,40
0,0,0,0
60,80,35,65
60,20,5,60
40,20,20,5
30,55,15,10
40,5,10,10
20,20,5,35
