80,50,70,30
10,10,10,10
0,0,0,0
0,0,0,0
0,0,0,10
55,0,30,0
0,0,0,0
0,0,20,50
5,0,5,0
55,5,60,0
0,0,0,55
20,0,0,15
5,0,0,45
0,0,0,5
5,0,5,10
40,15,50,35
50,45,40,25
70,50,55,70
5,10,0,0
35,10,50,10
10,0,0,10
60,5,5,55
5,0,0,0
5,35,20,65
5,0,0,15
0,0,0,0
20,45,10,10
45,5,0,25
15,5,5,20
