0.55304,0.51241,0.65236,0.60855,0,5,7,3,4,3
0.63789,0.90482,0.43111,0.70481,0,7,7,4,6,4
0.65843,0.47945,0.66177,0.72099,0,7,7,4,7,5
0.59091,0.44402,0.74131,0.54433,0,7,7,1,7,7
0.69566,0.56538,0.50921,0.71685,0.4711,7,7,6,7,2
0.606,0.24925,0.60198,0.73332,0,7,7,7,4,6
0.75485,0.48448,0.80368,0.78034,0.52251,7,7,1,2,6
0.52383,0.71655,0.80654,0.48023,0.74212,7,7,1,6,3
0.5303,0.55373,0.55796,0.41861,0.79776,6,7,1,7,3
0.66029,0.81446,0.91918,0.56871,0,7,7,1,4,4
0.45212,0.53557,0.53986,0.77711,0.68708,4,7,1,7,3
0.51119,0.52968,0.50791,0.76815,0.48288,7,7,4,7,2
0.78984,0.41686,0.65156,0.63817,0.8932,7,5,7,7,6
0.52686,0.62137,0.97142,0.7194,0,7,7,5,7,5
0.58821,0.61287,0.58737,0.93771,0,7,7,1,4,4
0.67622,0.81086,0.61953,0.96119,0.79077,3,3,4,6,3
0.45929,0.79622,0.58899,0.81758,0,2,3,1,1,4
0.73297,0.47734,0.87798,0.55226,0.82087,7,7,4,5,3
0.70726,0.45799,0.61947,0.80367,0,7,7,2,2,4
0.65404,0.6503,0.64052,0.64241,0,7,7,3,5,5
0.43461,0.85627,0.70607,0.75776,0,7,4,1,7,4
0.7202,0.54076,0.74425,0.54796,0.70268,7,2,3,4,4
0.46964,0.40343,0.71143,0.84165,0,7,7,2,2,6
0.78818,0.70891,0.78107,0.92514,0.79693,7,7,5,7,5
0.62156,0.2038,0.79974,0.68585,0.66011,7,7,1,7,3
0.5484,0.60565,0.71414,0.79419,0,6,6,2,7,4
0.4299,0.57205,0.56336,0.74511,0,6,6,2,7,6
0.65503,0.42199,0.72423,0.50249,0.66896,7,7,3,6,3
0.51483,0.64047,0.56781,0.54203,0.73052,4,6,1,2,6
