8.2775,8.2775,8.2723,8.2746,8.2763,8.2678,8.268,8.2705,8.272,8.273,8.2724,8.2727,8.272,8.2717,8.3027,8.3455,8.4119,8.5152,8.6492,8.7784,8.9079,9.0971,9.325,9.5249,9.7457,9.9473,10.184,10.392,10.586,10.794,11,11.218,11.407,11.613,11.826,12.041,12.255,12.462,12.622,12.789,12.98,13.191,13.379,13.577,13.57,13.708,13.637,13.586,13.574,13.574,13.575,13.586,13.625,13.675,13.729,13.782,13.84,13.864,13.841,14.046,13.888,13.832,13.827,13.825,13.824,13.825,13.825
3.4086,3.3089,3.2743,3.2572,3.2471,3.2288,3.2198,3.2173,3.2178,3.2173,3.2131,3.2098,3.2077,3.2076,3.2146,3.2259,3.2327,3.2343,3.2403,3.2456,3.2488,3.2509,3.2418,3.2248,3.2167,3.1656,3.0833,3.2026,3.1746,3.1566,3.1536,3.1416,3.0925,3.0343,2.9738,2.9124,2.8507,2.7995,2.8197,2.8113,2.7614,2.7201,2.6701,2.6092,2.4562,2.7287,2.5335,2.6163,2.6147,2.6071,2.6034,2.5931,2.5579,2.4836,2.3701,2.2415,2.0922,2.0095,1.9752,2.0347,2.0989,1.9932,1.996,1.9958,1.9934,1.9903,1.9881
0.18581,0.094176,0.048434,0.025005,0.72244,1.0863,1.5094,1.5491,1.5756,0.10187,-0.69548,-1.5644,0.00096193,0.18007,0.33896,0.18227,0.03859,0.048843,0.072689,0.050405,0.038724,0.020088,-0.025994,-0.056717,-0.033989,-0.14835,-0.25182,0.1661,0.0084109,-0.039647,-0.025316,-0.040756,-0.14336,-0.2103,-0.24259,-0.25945,-0.26819,-0.25291,-0.093344,-0.070387,-0.15559,-0.1701,-0.20976,-0.25213,-0.75341,0.30649,-0.42898,0.39513,0.91153,0.62086,0.040253,-0.34447,-0.75464,-0.96722,-1.0728,-1.1205,-1.1464,-1.1884,-1.4045,0.011506,0.74904,-0.37367,0.55958,1.0427,-0.2247,-0.88002,-0.45496
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389,0.75389
