21,22,1.1557
22,27,3.74174
22,66,3.27343
24,26,1.8288
27,66,1.68751
28,31,1.39065
32,65,0.8128
33,34,1.18745
36,44,3.5687
37,39,1.14935
39,64,1.52082
40,43,1.019175
42,63,1.15411
43,61,2.7559
45,46,1.5494
45,62,2.3876
47,62,1.247775
48,56,2.76225
49,55,1.146175
50,60,1.6891
50,56,1.6637
56,60,1.8034
57,58,1.32715
58,60,2.50031
61,63,2.25425
63,65,3.10832
65,67,2.9083
