0.34521,-0.0060529,-0.35619,0.48771,-0.11059
0.34521,-0.0060529,-0.35619,0.48771,-0.11059
0.33549,0.069961,0.064529,-0.051558,-0.017614
0.3371,0.065088,0.50852,-0.39969,0.039218
0.33673,0.066818,0.45866,-0.39997,0.052707
0.33654,0.061512,0.044416,-0.043574,-0.018612
0.33618,0.063242,-0.0054361,-0.043851,-0.0051219
0.33549,0.069961,0.064529,-0.051558,-0.017614
0.34521,-0.0060529,-0.35619,0.48771,-0.11059
0.33673,0.066818,0.45866,-0.39997,0.052707
0.33673,0.066818,0.45866,-0.39997,0.052707
0.33618,0.063242,-0.0054361,-0.043851,-0.0051219
0.33549,0.069961,0.064529,-0.051558,-0.017614
0.346,-0.012772,-0.42616,0.49542,-0.098094
0.35011,-0.029412,-0.0077697,-0.048014,-0.017898
0.34644,-0.009196,0.037943,0.1393,-0.040265
0.35011,-0.029412,-0.0077697,-0.048014,-0.017898
0.33673,0.066818,0.45866,-0.39997,0.052707
0.34521,-0.0060529,-0.35619,0.48771,-0.11059
0.34521,-0.0060529,-0.35619,0.48771,-0.11059
0.34644,-0.009196,0.037943,0.1393,-0.040265
0.33673,0.066818,0.45866,-0.39997,0.052707
0.33549,0.069961,0.064529,-0.051558,-0.017614
0.33654,0.061512,0.044416,-0.043574,-0.018612
0.33549,0.069961,0.064529,-0.051558,-0.017614
0.33673,0.066818,0.45866,-0.39997,0.052707
0.35176,-0.016702,0.069535,-0.055553,-0.031443
0.346,-0.012772,-0.42616,0.49542,-0.098094
0.33586,0.068231,0.11438,-0.051282,-0.031104
0.33549,0.069961,0.064529,-0.051558,-0.017614
0.3371,0.065088,0.50852,-0.39969,0.039218
0.34931,-0.022693,0.062195,-0.055722,-0.030391
0.33618,0.063242,-0.0054361,-0.043851,-0.0051219
0.33654,0.061512,0.044416,-0.043574,-0.018612
0.34931,-0.022693,0.062195,-0.055722,-0.030391
0.33673,0.066818,0.45866,-0.39997,0.052707
0.346,-0.012772,-0.42616,0.49542,-0.098094
0.34521,-0.0060529,-0.35619,0.48771,-0.11059
0.35241,-0.03343,0.047035,0.0084557,-0.013657
0.33618,0.063242,-0.0054361,-0.043851,-0.0051219
0.34644,-0.009196,0.037943,0.1393,-0.040265
0.33586,0.068231,0.11438,-0.051282,-0.031104
0.3371,0.065088,0.50852,-0.39969,0.039218
0.34521,-0.0060529,-0.35619,0.48771,-0.11059
0.33549,0.069961,0.064529,-0.051558,-0.017614
0.35011,-0.029412,-0.0077697,-0.048014,-0.017898
0.33586,0.068231,0.11438,-0.051282,-0.031104
0.33673,0.066818,0.45866,-0.39997,0.052707
0.33618,0.063242,-0.0054361,-0.043851,-0.0051219
0.34721,-0.022522,-0.48425,0.49878,-0.086115
0.36363,-0.095433,0.013443,-0.066712,-0.029611
0.346,-0.012772,-0.42616,0.49542,-0.098094
0.33673,0.066818,0.45866,-0.39997,0.052707
0.33549,0.069961,0.064529,-0.051558,-0.017614
0.34521,-0.0060529,-0.35619,0.48771,-0.11059
0.34644,-0.009196,0.037943,0.1393,-0.040265
0.33586,0.068231,0.11438,-0.051282,-0.031104
0.33673,0.066818,0.45866,-0.39997,0.052707
0.33618,0.063242,-0.0054361,-0.043851,-0.0051219
