Aruco_ID,Cam_ID,Time,X,Y,Z,x_rot,y_rot,z_rot,Aruco_ID,Cam_ID,Time,X,Y,Z,x_rot,y_rot,z_rot
20,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
20,2,0,8.246920371558728,2.8748993154558162,-0.02116794908542996,0.6920673803215426,-0.43217883704498855,-0.15902560401874388,23,4,0,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,0.004578351974487305,8.246920371558728,2.8748993154558162,-0.02116794908542996,0.6920673803215426,-0.43217883704498855,-0.15902560401874388,23,4,0.004578351974487305,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,0.505990743637085,8.246920371558728,2.8748993154558162,-0.02116794908542996,0.6920673803215426,-0.43217883704498855,-0.15902560401874388,23,4,0.505990743637085,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,1.0079905986785889,8.246920371558728,2.8748993154558162,-0.02116794908542996,0.6920673803215426,-0.43217883704498855,-0.15902560401874388,23,4,1.0079905986785889,14.258172416991668,0.7076717734230341,0.4392279279721185,-0.05632210775369471,0.1632238495389551,-3.092435346647843
20,2,1.4970273971557617,8.246920371558728,2.8748993154558162,-0.02116794908542996,0.6920673803215426,-0.43217883704498855,-0.15902560401874388,23,4,1.4970273971557617,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,1.9508569240570068,8.243919201594545,2.8755807309832635,-0.014538889912664388,0.7229996697651494,-0.35998563481271323,-0.2339353935834244,23,4,1.9508569240570068,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,2.403724193572998,8.245366476769052,2.879978544624057,-0.010925200216247433,-0.004973422540109966,-0.07863930675953082,-0.4095476399252748,23,4,2.403724193572998,14.258172416991668,0.7076717734230341,0.4392279279721185,-0.05632210775369471,0.1632238495389551,-3.092435346647843
20,2,2.8599021434783936,8.241734447493673,2.8812658476065724,-0.005672570174573011,-0.0013048526869796787,-0.10396197437182234,-0.8874429260756331,23,4,2.8599021434783936,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,3.3490326404571533,8.23710049381007,2.8725191924594666,0.027728358889036464,0.03715733679434913,-0.14802784759339427,-1.1925373568266113,23,4,3.3490326404571533,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,3.837402820587158,8.235790780136739,2.872953402191103,0.028960860490292895,0.02483883824254055,-0.12270871443261702,-1.1781660711290656,23,4,3.837402820587158,14.255789311482195,0.7105525368269429,0.4508789433270679,-0.0641226810094762,0.18563759868867616,-3.0866220027860964
20,2,4.321727991104126,8.230813315453974,2.867409165114508,0.049266072528489246,0.07088610653876146,-0.16551849069860206,-1.3890492058562287,23,4,4.321727991104126,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,4.814192533493042,8.23929180371179,2.8782585763101602,0.016218226541977465,0.11395161724449707,-0.11794080050884118,-1.7531156170565123,23,4,4.814192533493042,14.258172416991668,0.7076717734230341,0.4392279279721185,-0.05632210775369471,0.1632238495389551,-3.092435346647843
20,2,5.305088996887207,8.240953857832249,2.8766321880162193,0.021368341173038097,0.09617664915168117,-0.11031135100422186,-1.773779451993547,23,4,5.305088996887207,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,5.782921552658081,8.2532688546752,2.880885856869626,0.006657055567905523,0.11770772084977457,-0.11753884651820139,-1.7774849130479464,23,4,5.782921552658081,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,6.241023063659668,8.267263031141438,2.8670677765759884,0.03630845485303169,0.09792143999261275,-0.10802157662882453,-1.7884726372507704,23,4,6.241023063659668,14.258172416991668,0.7076717734230341,0.4392279279721185,-0.05632210775369471,0.1632238495389551,-3.092435346647843
20,2,6.684625625610352,8.305259420680612,2.8602143195470964,0.03243871682836996,0.11246869072639111,-0.13178270846615373,-1.7978656931657935,23,4,6.684625625610352,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,7.129125118255615,8.321148049804101,2.8571847324654347,0.03432252498021793,0.0695419718021783,-0.11323113372551526,-1.6510562636787605,23,4,7.129125118255615,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,7.571507692337036,8.33059698734761,2.8559855248537014,0.03326433589473243,0.08332749090648668,-0.12590052613088268,-1.585756294123924,23,4,7.571507692337036,14.254237202338626,0.7114224437820686,0.45737308660918696,-0.05064424933811879,0.15860189962713875,-3.0867621283727114
20,2,8.014841556549072,8.33059698734761,2.8559855248537014,0.03326433589473243,0.08332749090648668,-0.12590052613088268,-1.585756294123924,23,4,8.014841556549072,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,8.456476211547852,8.33059698734761,2.8559855248537014,0.03326433589473243,0.08332749090648668,-0.12590052613088268,-1.585756294123924,23,4,8.456476211547852,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,8.909712791442871,8.351475558385022,2.8572811449921236,0.03157327348822392,0.0786783527357183,-0.12247956361286003,-1.5691392568906108,23,4,8.909712791442871,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,9.352470874786377,8.393930530575206,2.8585888023335544,0.03248189466690121,0.08504040178459527,-0.11970068167701269,-1.5850467806572852,23,4,9.352470874786377,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,9.83088231086731,8.47077586336142,2.8671408522223962,0.0020432189795638322,0.09209876936860768,-0.09903723407614723,-1.5860817219130223,23,4,9.83088231086731,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,2,10.308738470077515,8.54757885455295,2.85326167768941,0.04369719778321279,0.09016777072431571,-0.11689761584395343,-1.58582046965715,23,4,10.308738470077515,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,0,0,0,0,0,0,0,0,23,4,10.791957378387451,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,0,0,0,0,0,0,0,0,23,4,11.281036376953125,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,0,0,0,0,0,0,0,0,23,4,11.754081010818481,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,3,12.228344202041626,8.99420376794881,3.0213039080059225,0.3078249008946128,-0.8428074645984753,0.692375533872396,-1.8873798868558442,23,4,12.228344202041626,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,3,12.701060056686401,9.190111874523383,3.023383381372734,0.2995780970131805,-0.7533303779577014,0.7135069491385538,-1.8577070493714676,23,4,12.701060056686401,14.258172416991668,0.7076717734230341,0.4392279279721185,-0.05632210775369471,0.1632238495389551,-3.092435346647843
20,3,13.174788236618042,9.360807689443705,3.039108567425062,0.2636621139149806,-0.6300304971880695,0.7199794305034223,-1.8016792091529483,23,4,13.174788236618042,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,3,13.652074337005615,9.604625442599875,3.0355187551952447,0.2742911991694448,-0.49523378330917395,0.7365748485970474,-1.7429387718679317,23,4,13.652074337005615,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
20,3,14.130760192871094,9.853615171816925,3.030152143579271,0.2973673605860756,0.05335978237675492,0.024269197078976994,-1.5672881399682714,23,4,14.130760192871094,14.25601459764202,0.7091068062864055,0.4480236344506143,-0.04469962522763349,0.1346763876127292,-3.0928558496406935
