Aruco_ID,Cam_ID,Time,X,Y,Z,x_rot,y_rot,z_rot
20,0,0,0,0,0,0,0,0
20,2,0,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,0.004338502883911133,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,0.48400259017944336,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,0.9313333034515381,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,1.3773295879364014,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,1.8221397399902344,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,2.273524045944214,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,2.7180514335632324,8.23242125439491,2.926994252582841,-0.04538499686127917,0.6958551980143438,-0.5285723076943996,-0.13787455456678532
20,2,3.179152011871338,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,3.6224234104156494,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,4.114141464233398,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,4.605845928192139,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,5.081240653991699,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,5.565683603286743,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,6.053458213806152,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,6.534119129180908,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,7.016913652420044,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,7.506333827972412,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,7.994806528091431,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,8.478535652160645,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,8.97537612915039,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,9.46863079071045,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,9.91286015510559,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,10.35999870300293,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,10.80632758140564,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,11.248589515686035,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,11.69315505027771,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,12.136848449707031,8.231609937064084,2.9283878845195974,-0.04656247611614095,0.6733568675983217,-0.557339846966319,-0.14180549294132488
20,2,12.577274560928345,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
20,2,13.02314043045044,8.231317615397577,2.9267868808405133,-0.04491906406901691,0.6903759758363147,-0.5049880524214105,-0.12727685672037217
